Start Time,End Time,Subtitle
01:08:20:13,01:08:23:02,"He was just looking for a way off the sand, like the rest of us."
01:08:28:04,01:08:29:21,Haven't they had enough practice by now?
01:08:30:01,01:08:32:01,They're trying to make sure she won't float.
01:08:32:05,01:08:33:17,Will she still float?
01:08:33:21,01:08:35:16,"Float, yes. Yes, with less weight."
01:08:37:08,01:08:38:12,And we know who's getting off.
01:08:38:13,01:08:40:16,"No, you can't do that. He's French. He's on our side."
01:08:40:20,01:08:42:08,Go on. Up you go.
01:08:42:12,01:08:44:18,"As soon as he pokes his head out, they'll slaughter him."
01:08:44:22,01:08:46:04,Better him than me.
01:08:46:08,01:08:47:12,It's not fair.
01:08:47:16,01:08:48:23,Survival's not fair.
01:08:49:03,01:08:50:03,"No, it's shit."
01:08:51:00,01:08:53:08,"It's fear, and it's greed."
01:08:53:12,01:08:55:12,Fate pushed through the bowels of men.
01:08:55:16,01:08:56:16,Shit.
01:08:58:04,01:08:59:10,He saved our lives.
01:08:59:14,01:09:00:20,And he's about to do it again.
01:09:01:00,01:09:02:01,"No, don't! Stop!"
01:09:03:09,01:09:06:18,"Somebody's gotta get off, so the rest of us can live."
01:09:07:12,01:09:08:13,If you wanna volunteer—
01:09:08:17,01:09:09:22,Fuck no.
01:09:10:04,01:09:11:04,I'm going home.
01:09:11:21,01:09:13:12,And if this is the price?
01:09:18:11,01:09:19:15,I'll live with it.
01:09:20:06,01:09:21:06,But it's wrong.
01:09:22:01,01:09:23:01,Go on!
01:09:25:03,01:09:27:03,One man's not going to make enough difference.
01:09:27:07,01:09:29:16,"You'd best hope it does, because you'd be volunteering next."
01:09:30:13,01:09:31:13,What?
01:09:32:09,01:09:34:07,"We're regimental brothers, mate."
01:09:34:22,01:09:36:07,It's just the way it is.
01:09:46:07,01:09:47:16,We float!
01:09:48:09,01:09:49:12,We float!
01:09:50:05,01:09:51:20,Start the bloody engine!
01:10:30:04,01:10:31:14,Afternoon.
01:11:26:23,01:11:29:08,"I'm sorry, son. I really don't know."
01:11:31:24,01:11:33:18,You're right not moving him.
01:11:37:08,01:11:38:20,You've done the best for him you can.
01:11:50:22,01:11:52:02,We've wasted the day.
01:11:52:06,01:11:54:07,"I share your frustration, Colonel."
01:11:55:20,01:11:56:21,Johnny!
01:12:03:20,01:12:05:18,"Grounded trawler, taking fire."
01:12:05:22,01:12:07:23,They're breaking through the dunes to the east.
01:12:11:18,01:12:13:04,This is it.
01:12:21:06,01:12:22:08,Plug the holes!
01:12:22:12,01:12:23:19,With what?
01:12:34:17,01:12:36:14,Plug the holes!
01:12:38:09,01:12:41:04,Other side! Other side!
01:13:30:23,01:13:32:10,What do you see?
01:13:39:07,01:13:40:15,Home.
01:15:35:05,01:15:37:05,Is he all right? The boy?
01:15:39:05,01:15:40:11,No.
01:15:40:15,01:15:42:07,"No, he's not."
01:15:53:17,01:15:54:17,Dad!
01:16:02:14,01:16:04:21,"Come on. Come on, Farrier. Come on."
01:16:23:21,01:16:25:11,There's men in the water!
01:17:10:19,01:17:11:19,Oil.
01:17:13:06,01:17:15:18,It's oil. Oil. You're getting into oil!
01:17:51:05,01:17:52:16,Keep coming.
01:17:53:14,01:17:55:00,Plenty of room.
01:18:00:01,01:18:01:20,"All right, below deck."
01:18:37:22,01:18:39:19,Abandon ship!
01:19:02:02,01:19:04:09,Gibson! Leave it!
01:19:47:09,01:19:48:13,Below decks.
01:20:37:11,01:20:39:16,"Listen, we have to get as many of you on board as we can"
01:20:39:19,01:20:40:23,before that oil catches fire.
01:20:41:02,01:20:43:17,You go below decks or you get off my boat. That's your choice.
01:20:46:15,01:20:48:09,Keep coming.
01:20:49:17,01:20:52:05,Whoa! Whoa! Whoa! Careful! Careful down there!
01:20:52:09,01:20:53:16,Careful! Careful down there!
01:20:55:17,01:20:57:20,"He's dead, mate."
01:21:02:11,01:21:04:14,So be bloody careful with him.
01:21:26:14,01:21:28:06,"Um, will he be okay?"
01:21:29:00,01:21:30:02,The boy?
01:21:36:01,01:21:37:01,Yeah.
01:23:00:19,01:23:02:13,He's coming back round.
01:23:03:11,01:23:04:18,He's coming back round!
01:23:10:15,01:23:12:13,"Come on, Farrier. Come on."
01:23:27:18,01:23:29:00,Get off the ship!
01:23:45:05,01:23:46:16,"Come on, Farrier. Get around them."
01:23:46:20,01:23:48:03,"Come on, come on."
01:24:44:19,01:24:45:19,Go.
01:24:50:07,01:24:51:07,Go! Go! Go!
01:25:05:16,01:25:06:18,Go!
01:25:40:13,01:25:41:13,Easy.
01:25:46:16,01:25:47:22,Take me home.
01:26:45:20,01:26:47:03,Where are you from?
01:26:48:01,01:26:49:20,Out of Dartmouth!
01:26:49:24,01:26:51:06,Christ.
01:26:52:08,01:26:53:16,You from Deal?
01:26:53:20,01:26:55:07,I am!
01:26:55:11,01:26:57:15,You watch the current at the mouth!
01:26:57:19,01:26:58:19,Aye.
01:26:58:23,01:27:00:01,And thank you!
01:27:49:20,01:27:50:21,That's a fighter.
01:27:51:01,01:27:52:05,"Yes, an Me 109."
01:27:52:09,01:27:54:02,"From the south. Peter, you take the tiller."
01:27:54:13,01:27:56:10,Listen for my instructions.
01:27:57:06,01:27:58:11,Point her south!
01:28:11:02,01:28:12:02,"Full speed, Peter."
01:28:14:12,01:28:15:23,Keep coming round.
01:28:16:03,01:28:17:08,Keep coming.
01:28:18:16,01:28:22:08,"Before he fires, he's gotta drop his nose. I'll give you the signal."
01:28:23:20,01:28:25:01,#NAME?
01:28:26:06,01:28:28:07,Wait for him to commit to his line.
01:28:45:13,01:28:46:14,Now!
01:29:24:19,01:29:25:19,He's gone.
01:29:25:22,01:29:27:06,"Yeah, bigger fish to fry."
01:29:27:10,01:29:29:07,"How'd you know that stuff, anyway?"
01:29:29:17,01:29:30:22,My son's one of you lot.
01:29:31:17,01:29:33:10,I knew he'd see us through.
01:29:39:11,01:29:40:11,You're RAF?
01:29:42:12,01:29:44:09,No. Not me.
01:29:44:13,01:29:47:21,My brother. He flew Hurricanes.
01:29:48:01,01:29:49:15,Died third week into the war.
01:30:29:21,01:30:31:23,"No, stay downstairs, please."
01:30:32:14,01:30:34:14,We just wanna see the cliffs.
01:30:41:12,01:30:43:11,#NAME?
01:30:44:01,01:30:45:11,That's Dorset.
01:30:46:01,01:30:47:14,But it's home.
01:30:49:14,01:30:52:01,"We let you all down, didn't we?"
01:31:31:09,01:31:34:06,"Christ, how many you got in there?"
01:31:52:06,01:31:53:21,Make your way to the trains.
01:31:55:13,01:31:57:03,Where the hell were you?
01:32:04:13,01:32:06:07,They know where you were.
01:32:11:13,01:32:12:13,Bye.
01:32:32:08,01:32:33:17,Cup of tea?
01:32:35:15,01:32:37:00,Cup of tea?
01:32:37:20,01:32:40:14,Well done. Well done.
01:32:41:00,01:32:42:03,"Well done, lads."
01:32:42:07,01:32:44:22,"Well done. Well done, lads."
01:32:46:00,01:32:47:15,Well done.
01:32:48:05,01:32:49:21,All we did is survive.
01:32:50:13,01:32:51:23,That's enough.
01:32:59:17,01:33:00:17,Well done.
01:33:01:21,01:33:03:04,Well done.
01:33:14:08,01:33:16:19,That old bloke wouldn't even look us in the eye.
01:33:37:04,01:33:39:02,"Come on, private!"
01:33:39:24,01:33:44:14,"I know we're officers, but it's us or the enemy."
01:33:45:16,01:33:47:24,So now is not the time to be particular.
01:33:51:15,01:33:54:06,"Well, Churchill got his 30,000."
01:33:54:10,01:33:55:17,And then some.
01:33:56:14,01:33:58:16,"Almost 300,000."
01:34:02:02,01:34:03:08,So far.
01:34:04:17,01:34:05:18,So far?
01:34:06:07,01:34:07:13,I'm staying.
01:34:08:17,01:34:10:02,For the French.
01:35:03:18,01:35:05:03,Hey!
01:35:05:07,01:35:06:11,Where are we?
01:35:06:15,01:35:09:10,Siding. You'll be pulling in in a minute.
01:35:09:14,01:35:11:01,What station?
01:35:11:05,01:35:12:17,Woking.
01:35:13:08,01:35:14:23,Grab me one of them papers.
01:35:15:05,01:35:16:08,Go on!
01:35:30:04,01:35:31:14,Can't bear it.
01:35:33:10,01:35:34:15,You read it.
01:35:35:10,01:35:36:10,Can't bear it?
01:35:37:01,01:35:39:06,They'll be spitting at us in the streets.
01:35:40:07,01:35:43:03,If they're not locked up waiting for the invasion.
01:36:29:16,01:36:32:03,"""Wars are not won by evacuations."""
01:36:35:22,01:36:37:06,I can't look.
01:36:37:15,01:36:39:15,"""But there was a victory inside this deliverance,"
01:36:39:19,01:36:41:15,"""which should be noted."
01:36:48:13,01:36:50:12,"""Our thankfulness at the escape of our army"
01:36:50:16,01:36:53:02,"""must not blind us to the fact that what has happened"
01:36:53:06,01:36:56:20,"""in France and Belgium is a colossal military disaster."
01:37:14:10,01:37:17:18,"""We must expect another blow to be struck almost immediately."
01:37:36:15,01:37:38:08,"""We shall go on to the end."
01:37:42:09,01:37:44:07,"""We shall fight in France."
01:37:45:19,01:37:48:07,"""We shall fight on the seas and oceans."
01:38:03:07,01:38:06:20,"""We shall fight with growing confidence and growing strength in the air."
01:38:14:12,01:38:16:06,"""We shall defend our island whatever the cost—"""
01:38:16:06,01:38:17:06,What?
01:38:17:10,01:38:20:12,"""We shall defend our island whatever the cost may be."
01:38:20:24,01:38:23:01,"""We shall fight on the beaches."
01:38:23:05,01:38:24:17,"""We shall fight on the landing grounds."
01:38:24:20,01:38:26:20,"""We shall fight in the fields and in the streets."
01:38:26:24,01:38:28:04,"""We shall fight in the hills."
01:38:29:09,01:38:31:01,"""We shall never surrender."
01:38:43:04,01:38:45:15,"""And even if this island or a large part of it"
01:38:45:19,01:38:47:13,"""were subjugated and starving,"
01:38:47:17,01:38:51:19,"""then our Empire beyond the seas, armed and guarded by the British Fleet,"
01:38:51:23,01:38:54:06,"""would carry on the struggle"
01:38:54:10,01:38:57:08,"""until, in God's good time,"
01:38:57:12,01:38:59:18,"""the New World, with all its power and might,"
01:38:59:22,01:39:03:15,"""steps forth to the rescue and the liberation of the old."""
01:46:30:09,01:46:31:09,English - SDH
