Start Time,End Time,Subtitle
01:08:05:18,01:08:08:16,"This was your job, goddamn it! This was your responsibility!"
01:08:08:20,01:08:10:22,You were meant to check Fischer's background!
01:08:11:02,01:08:14:10,- We are not prepared for this! - We have dealt with sub-security before!
01:08:14:14,01:08:16:16,We'll be more careful and we're gonna be fine!
01:08:16:20,01:08:18:16,This was not a part of the plan! He's dying.
01:08:18:20,01:08:19:21,Put him out his misery.
01:08:20:01,01:08:22:21,"- No, don't do that! Don't do that. - Cobb, hey, hey."
01:08:23:01,01:08:25:04,He's in agony. I'm waking him up.
01:08:25:08,01:08:27:05,No. It won't wake him up.
01:08:27:09,01:08:31:01,"What do you mean, it won't wake him up? When we die in a dream, we wake up."
01:08:31:05,01:08:32:11,Not from this.
01:08:32:15,01:08:35:04,We're too heavily sedated to wake up that way.
01:08:35:18,01:08:37:11,"Right. So, what happens when we die?"
01:08:37:15,01:08:39:11,#NAME?
01:08:39:15,01:08:42:04,#NAME?
01:08:42:08,01:08:45:14,"ARIADNE: What the hell is down there? - Just raw, infinite subconscious."
01:08:45:18,01:08:48:23,"Nothing is down there, except for what might have been left behind..."
01:08:49:03,01:08:52:01,...by anyone sharing the dream who's been trapped there before.
01:08:52:05,01:08:54:02,"Which, in our case, is just you."
01:08:54:06,01:08:56:23,- How long could we be stuck? YUSUF: Can't even think about...
01:08:57:03,01:08:59:13,...trying to escape until the sedation... - How long?
01:08:59:17,01:09:02:22,"Decades. It could be infinite. Ask him, he's the one who's been there."
01:09:03:02,01:09:04:07,ARTHUR: Let's get him upstairs.
01:09:04:11,01:09:05:18,[GROANING]
01:09:05:22,01:09:07:09,Great.
01:09:08:09,01:09:09:21,Thank you.
01:09:10:13,01:09:13:20,"So now we're trapped in Fischer's mind, battling his own private army."
01:09:13:24,01:09:15:11,And if we get killed...
01:09:15:15,01:09:18:21,"...we'll be lost in limbo till our brains turn to scrambled egg, hmm?"
01:09:25:18,01:09:27:14,ARTHUR: Someone got first aid?
01:09:29:20,01:09:33:07,- You knew these risks and didn't tell us? - There weren't meant to be risks.
01:09:33:11,01:09:36:10,- I didn't know we'd be dealing with gunfire. - You had no right.
01:09:36:14,01:09:38:22,This was the only way to go three layers deep.
01:09:39:02,01:09:41:02,You knew about this and went along with it?
01:09:41:06,01:09:42:07,I trusted him.
01:09:42:11,01:09:44:09,When? When he promised you half his share?
01:09:44:13,01:09:47:19,"No. His whole share. Besides, he said he'd done it before."
01:09:47:23,01:09:50:01,"What, with Mal? Because that worked so good?"
01:09:50:05,01:09:53:15,That has nothing to do with it. I did what I had to to get to my children.
01:09:53:20,01:09:55:18,You led us into a war zone with no way out?
01:09:55:22,01:09:59:23,"There is a way out. We continue on with the job, and we do it as fast as possible..."
01:10:00:03,01:10:02:11,"...and we get out using the kick, just like before."
01:10:02:15,01:10:05:02,"Forget it. We go any deeper, we just raise the stakes."
01:10:05:06,01:10:07:03,I am sitting this one out on this level.
01:10:07:07,01:10:09:17,COBB: Fischer's security is surrounding this place.
01:10:09:21,01:10:12:03,Ten hours of flight time is a week at this level.
01:10:12:07,01:10:16:01,That means each and every one of us will be killed. That I can guarantee you.
01:10:16:15,01:10:20:10,We have no other choice but to continue on and do it as fast as possible.
01:10:22:00,01:10:24:11,Downwards is the only way forwards.
01:10:26:00,01:10:27:03,Get ready.
01:10:27:07,01:10:29:11,"You, come on. Let's go shake him up."
01:10:34:08,01:10:37:10,I'm insured against kidnapping for up to 10 million.
01:10:37:14,01:10:40:12,- This should be very simple. COBB: Shut up! It won't be.
01:10:40:16,01:10:42:23,"ARTHUR: In your father's office, below the bookshelves..."
01:10:43:03,01:10:45:04,...is his personal safe. We need the combination.
01:10:45:08,01:10:46:09,[SIGHS]
01:10:46:13,01:10:47:23,I don't know any safe.
01:10:48:04,01:10:50:24,COBB: That doesn't mean you don't know the combination.
01:10:52:16,01:10:53:24,Tell us what it is.
01:10:54:20,01:10:56:14,I don't know.
01:11:01:12,01:11:03:16,We have it on good authority you do know.
01:11:03:20,01:11:06:04,Yeah? Whose authority?
01:11:07:16,01:11:11:04,"- Five hundred dollars, this cost. EAMES: What's inside it?"
01:11:11:10,01:11:15:04,"Cash, cards, ID. And this."
01:11:20:06,01:11:21:18,Useful?
01:11:22:12,01:11:23:13,Maybe.
01:11:23:24,01:11:25:19,You're on. You've got an hour.
01:11:26:05,01:11:27:05,An hour?
01:11:28:13,01:11:30:19,I was supposed to have all night to crack this.
01:11:30:23,01:11:33:13,And Saito wasn't supposed to be shot in the chest.
01:11:33:17,01:11:36:21,"You've got one hour, now get us something useful, please."
01:11:37:18,01:11:39:06,[SCREAMING]
01:11:39:10,01:11:41:21,- What's that? - Good authority.
01:11:46:02,01:11:47:19,Uncle Peter.
01:11:48:12,01:11:50:15,Just make them stop.
01:11:50:22,01:11:53:06,- The combination. - I don't know it.
01:11:53:10,01:11:56:02,- Why does Browning say you do? - I don't know.
01:11:56:06,01:11:58:17,Just let me talk to him and I'll find out.
01:12:01:03,01:12:03:20,You have one hour. Start talking.
01:12:05:20,01:12:07:01,FISCHER: You all right?
01:12:07:05,01:12:08:18,[GROANING]
01:12:08:22,01:12:10:06,You okay?
01:12:13:22,01:12:17:14,Those bastards have had at me for two days.
01:12:18:06,01:12:20:18,They have someone with access to your father's office.
01:12:20:22,01:12:22:18,- They're trying to open his safe. - Yeah.
01:12:22:22,01:12:25:16,"They thought I'd know the combination, but I don't know it."
01:12:25:20,01:12:28:14,#NAME?
01:12:29:08,01:12:32:14,"Maurice told me that when he passed, you were the only one able to open it."
01:12:32:18,01:12:35:06,"No, he never gave me any combination."
01:12:36:00,01:12:40:04,"Maybe he did. I mean, maybe you just didn't know it was a combination."
01:12:40:08,01:12:41:13,"Well, what, then?"
01:12:41:17,01:12:44:06,"I don't know, some meaningful combination of numbers..."
01:12:44:10,01:12:48:08,...based on your experiences with Maurice.
01:12:50:01,01:12:53:23,"We didn't have very many, uh, meaningful experiences together."
01:12:54:17,01:12:56:04,Perhaps after your mother died.
01:12:58:20,01:13:01:13,"After my mother died, you know what he told me?"
01:13:03:05,01:13:08:04,"""Robert, there's really nothing to be said."""
01:13:08:08,01:13:10:16,"Oh, well, he was bad with emotion."
01:13:10:20,01:13:13:13,"I was 11, Uncle Peter."
01:13:14:07,01:13:17:13,- How's he doing? - He's in a lot of pain.
01:13:17:17,01:13:21:07,"When we get down to the lower levels, the pain will be less intense."
01:13:21:12,01:13:22:18,And if he dies?
01:13:23:22,01:13:25:09,Worst-case scenario?
01:13:25:13,01:13:28:06,"When he wakes up, his mind is completely gone."
01:13:28:10,01:13:32:12,"Cobb, I'll still honor the arrangement."
01:13:32:16,01:13:34:08,"COBB: I appreciate that, Saito."
01:13:34:12,01:13:38:14,"But when you wake up, you won't even remember that we had an arrangement."
01:13:38:18,01:13:40:19,Limbo is gonna become your reality.
01:13:40:23,01:13:44:17,You're gonna be lost down there so long that you're gonna become an old man.
01:13:45:04,01:13:46:12,Filled with regret?
01:13:47:23,01:13:49:01,Waiting to die alone.
01:13:49:17,01:13:50:20,No.
01:13:51:09,01:13:53:00,I'll come back.
01:13:53:20,01:13:56:12,And we'll be young men together again.
01:14:02:11,01:14:03:12,Breathe.
01:14:03:17,01:14:06:18,These people are gonna kill us if we don't give them the combination.
01:14:06:22,01:14:08:20,#NAME?
01:14:08:24,01:14:12:21,"They're gonna lock us in that van, and then drive it into the river."
01:14:13:01,01:14:14:13,All right. What is in the safe?
01:14:15:15,01:14:16:19,Something for you.
01:14:17:10,01:14:21:13,Maurice always said it was his most precious gift to you.
01:14:22:07,01:14:25:09,- A will. - Maurice's will is with Port and Dunn.
01:14:25:13,01:14:26:18,That's an alternate.
01:14:26:22,01:14:29:07,This would supersede the other if you want it to.
01:14:29:11,01:14:32:02,It splits up the component businesses of Fischer Morrow.
01:14:32:06,01:14:35:23,It'd be the end of the entire empire as we know it.
01:14:36:03,01:14:38:14,Destroying my whole inheritance?
01:14:40:06,01:14:43:10,- Why would he suggest such a thing? - I just don't know.
01:14:46:08,01:14:48:07,"He loved you, Robert."
01:14:48:21,01:14:50:12,In his own way.
01:14:50:16,01:14:52:11,FISCHER: In his own way.
01:14:53:18,01:14:55:07,At the end...
01:14:56:10,01:14:58:18,...he called me in to his deathbed.
01:14:59:06,01:15:01:02,He could barely speak.
01:15:02:04,01:15:06:10,But he took the trouble to tell me one last thing.
01:15:08:22,01:15:10:13,He pulled me close.
01:15:13:05,01:15:15:07,And I could only make out...
01:15:16:04,01:15:17:14,...one word.
01:15:21:07,01:15:23:06,"""Disappointed."""
01:15:27:11,01:15:28:19,[SIGHS]
01:15:28:23,01:15:30:03,When were you in limbo?
01:15:31:17,01:15:35:05,You might have the rest of the team convinced to carry on with this job.
01:15:35:09,01:15:37:18,- But they don't know the truth. - Truth? What truth?
01:15:37:23,01:15:42:02,"The truth that, at any minute, you might bring a freight train through the wall."
01:15:42:06,01:15:46:07,The truth that Mal is bursting through your subconscious.
01:15:46:11,01:15:48:21,"And the truth that, as we go deeper into Fischer..."
01:15:49:01,01:15:50:20,...we're also going deeper into you.
01:15:51:16,01:15:54:23,And I'm not sure we're gonna like what we find.
01:15:58:23,01:16:00:10,We were working together.
01:16:00:14,01:16:04:06,We were exploring the concept of a dream within a dream.
01:16:04:11,01:16:05:17,I kept pushing things.
01:16:05:21,01:16:09:14,I wanted to go deeper and deeper. I wanted to go further.
01:16:10:02,01:16:14:23,I just didn't understand the concept that hours could turn into years down there...
01:16:15:03,01:16:17:20,...that we could get trapped so deep...
01:16:18:16,01:16:21:24,...that when we wound up on the shore of our own subconscious...
01:16:22:14,01:16:25:03,...we lost sight of what was real.
01:16:31:04,01:16:33:18,We created. We built the world for ourselves.
01:16:35:09,01:16:37:09,We did that for years.
01:16:38:12,01:16:40:12,We built our own world.
01:16:41:20,01:16:43:13,How long were you stuck there?
01:16:44:17,01:16:46:20,Something like 50 years.
01:16:50:06,01:16:51:10,Jesus.
01:16:53:17,01:16:55:01,How could you stand it?
01:16:55:05,01:16:57:23,"It wasn't so bad at first, feeling like gods."
01:16:58:03,01:17:01:04,The problem was knowing that none of it was real.
01:17:01:08,01:17:05:17,"Eventually, it just became impossible for me to live like that."
01:17:05:21,01:17:07:07,And what about for her?
01:17:10:18,01:17:14:16,"She had locked something away, something deep inside her."
01:17:16:01,01:17:21:07,"A truth that she had once known, but chose to forget."
01:17:24:05,01:17:26:17,Limbo became her reality.
01:17:28:01,01:17:29:21,What happened when you woke up?
01:17:30:09,01:17:34:02,"Well, to wake up from that after years, after decades..."
01:17:35:04,01:17:39:16,...to become old souls thrown back into youth like that?
01:17:40:14,01:17:44:08,I knew something was wrong with her. She just wouldn't admit it.
01:17:45:17,01:17:47:23,"Eventually, she told me the truth."
01:17:48:10,01:17:51:18,She was possessed by an idea.
01:17:51:22,01:17:57:15,This one very simple idea that changed everything.
01:17:58:18,01:18:01:06,That our world wasn't real.
01:18:02:04,01:18:06:10,That she needed to wake up to come back to reality...
01:18:06:23,01:18:09:08,...that in order to get back home...
01:18:10:14,01:18:12:09,...we had to kill ourselves.
01:18:19:01,01:18:22:12,#NAME?
01:18:22:16,01:18:25:16,...that our real children were waiting for us up there somewhere.
01:18:25:20,01:18:27:13,MAL: I'm their mother! COBB: Calm down.
01:18:27:17,01:18:28:23,I can tell the difference.
01:18:29:03,01:18:31:11,"If this is my dream, why can't I control this?"
01:18:31:15,01:18:33:08,You don't know you're dreaming!
01:18:33:12,01:18:35:17,COBB: She was certain there was nothing I could do...
01:18:35:21,01:18:39:17,"...no matter how much I begged, no matter how much I pleaded."
01:18:42:16,01:18:45:17,"She wanted to do it, but she could not do it alone."
01:18:45:21,01:18:52:09,"She loved me too much, so she came up with a plan on our anniversary."
01:19:18:11,01:19:21:06,#NAME?
01:19:21:10,01:19:25:16,"Just... Just step back inside. All right? Just step back inside now, come on."
01:19:25:20,01:19:30:07,"No. I'm going to jump, and you're coming with me."
01:19:30:11,01:19:32:04,"No, I'm not."
01:19:32:08,01:19:34:10,"Now, you listen to me."
01:19:35:00,01:19:39:07,"If you jump, you're not gonna wake up, remember? You're gonna die."
01:19:39:11,01:19:41:09,"Now, just step back inside."
01:19:41:13,01:19:44:07,Come on. Step back inside so we can talk about this.
01:19:44:11,01:19:46:09,We've talked enough.
01:19:48:11,01:19:50:03,#NAME?
01:19:50:07,01:19:52:24,...or I'll jump right now. - Okay.
01:19:57:06,01:19:59:01,We're gonna talk about this.
01:19:59:22,01:20:01:02,All right?
01:20:01:06,01:20:06:08,"- I'm asking you to take a leap of faith. - No, honey."
01:20:07:07,01:20:10:07,"No, I can't. You know I can't do that."
01:20:10:11,01:20:13:05,"Take a second, think about our children."
01:20:13:09,01:20:15:03,Think about James.
01:20:15:21,01:20:17:12,"Think about Phillipa, now."
01:20:17:16,01:20:20:15,"If I go without you, they'll take them away anyway."
01:20:20:19,01:20:24:02,#NAME?
01:20:24:13,01:20:27:21,...explaining how I'm fearful for my safety.
01:20:30:02,01:20:32:06,How you've threatened to kill me.
01:20:35:01,01:20:37:16,#NAME?
01:20:37:20,01:20:39:14,Why did...? Why would you do this to me?
01:20:39:18,01:20:42:15,I've freed you from the guilt of choosing to leave them.
01:20:42:19,01:20:45:20,We're going home to our real children.
01:20:46:00,01:20:49:15,"Oh, no, no, no, Mal, you listen to me, all right? Mal, look at me, please?"
01:20:49:19,01:20:51:02,You're waiting for a train.
01:20:51:14,01:20:55:04,"- Mal, goddamn it, don't do this! - A train that will take you far away."
01:20:55:08,01:20:57:08,James and Phillipa are waiting for you!
01:20:57:12,01:21:01:09,"You know where you hope this train will take you, but you can't know for sure."
01:21:01:13,01:21:03:18,"- Mal, look at me! - But it doesn't matter."
01:21:03:22,01:21:07:03,"- Mal, goddamn it! Mal, listen to me! - Because you'll be together."
01:21:07:07,01:21:11:03,"Sweetheart! Look at me! Mal, no!"
01:21:11:07,01:21:12:17,Jesus Christ!
01:21:16:05,01:21:19:23,She had herself declared sane by three different psychiatrists.
01:21:20:03,01:21:24:07,It made it impossible for me to try to explain the nature of her madness.
01:21:24:11,01:21:25:17,So I ran.
01:21:25:21,01:21:27:09,[CHILDREN GIGGLING]
01:21:27:13,01:21:29:19,"MAN: Right now, or never, Cobb."
01:21:36:03,01:21:40:19,WOMAN: James! Phillipa! Come on in! Come on!
01:21:41:01,01:21:42:04,"All right, let's go."
01:21:42:16,01:21:46:12,I left my children behind and I've been trying to buy my way back ever since.
01:21:47:01,01:21:50:22,Your guilt defines her. It's what powers her.
01:21:51:02,01:21:54:09,But you are not responsible for the idea that destroyed her.
01:21:55:15,01:21:58:04,And if we are gonna succeed in this...
01:21:58:08,01:22:03:08,"...you have to forgive yourself, and you're gonna have to confront her."
01:22:03:12,01:22:05:08,But you don't have to do that alone.
01:22:05:12,01:22:07:18,"- No, you're not... - I'm doing it for the others."
01:22:08:10,01:22:13:12,Because they have no idea the risk they've taken coming down here with you.
01:22:18:14,01:22:20:02,We have to move.
01:22:20:06,01:22:21:16,Time's up.
01:22:21:20,01:22:24:15,All right. I don't know any combination.
01:22:24:19,01:22:27:21,#NAME?
01:22:28:01,01:22:31:24,I got somebody in your father's office right now ready to tap in the combination.
01:22:32:04,01:22:35:01,Give me the first six numbers that come to your head right now.
01:22:35:05,01:22:37:11,- I have no idea. - Right now!
01:22:37:15,01:22:39:21,"I said, right now! Right now!"
01:22:40:01,01:22:43:22,"Five, two, eight, four, nine, one."
01:22:47:19,01:22:49:19,You'll have to do better than that.
01:22:49:23,01:22:53:07,All right. Bag them. You're going for a ride.
01:22:57:16,01:23:01:19,FISCHER: We're worth more to you alive. You hear me?
01:23:07:02,01:23:08:14,What'd you get?
01:23:08:24,01:23:11:13,Relationship with his father is worse than we imagined.
01:23:11:17,01:23:12:18,This helps us how?
01:23:12:22,01:23:15:24,"The stronger the issues, the more powerful the catharsis."
01:23:17:05,01:23:20:07,- How are we gonna reconcile them? - I'm working on that.
01:23:20:11,01:23:23:24,Work faster. The projections are closing in quick.
01:23:24:04,01:23:27:18,We gotta break out of here before we're totally boxed in.
01:24:02:20,01:24:03:21,Damn it.
01:24:04:01,01:24:07:01,"You mustn't be afraid to dream a little bigger, darling."
01:24:23:19,01:24:26:19,We need to shift his animosity from his father to his godfather.
01:24:26:23,01:24:30:24,#NAME?
01:24:31:04,01:24:33:12,...whilst exposing his godfather's true nature.
01:24:33:16,01:24:36:16,We should charge Fischer a lot more than Saito for this job.
01:24:36:20,01:24:39:04,His security is gonna get worse as we go deeper.
01:24:39:08,01:24:41:20,#NAME?
01:24:42:06,01:24:43:16,EAMES: Who's Mr. Charles? - Bad idea.
01:24:43:20,01:24:47:09,The second we get into that hotel his security's gonna be all over us.
01:24:47:13,01:24:49:16,We run with Mr. Charles like on the Stein job.
01:24:49:20,01:24:52:04,"- You've done it before? ARTHUR: Yeah, and it didn't work."
01:24:52:08,01:24:55:20,The subject realized he was dreaming and his subconscious tore us to pieces.
01:24:56:00,01:24:58:00,"Excellent. But you learned a lot, right?"
01:24:58:04,01:25:00:07,#NAME?
01:25:00:11,01:25:02:16,How about a lovely lady that I've used before?
01:25:02:20,01:25:04:21,"Listen to me. You drive carefully, all right?"
01:25:05:01,01:25:07:12,Everything down there is gonna be unstable as hell.
01:25:12:02,01:25:15:11,Don't jump too soon. We only got one shot at that kick. We gotta make it.
01:25:15:15,01:25:18:22,I'll play the music to let you know it's coming. The rest is on you.
01:25:19:02,01:25:20:21,- You ready? - Ready!
01:25:22:03,01:25:23:05,Sweet dreams.
01:25:23:09,01:25:25:07,WOMAN: Am I boring you?
01:25:26:14,01:25:29:19,I was telling you my story. I guess it wasn't to your liking.
01:25:31:15,01:25:34:07,"Um, I have a lot on my mind."
01:25:35:20,01:25:37:10,There goes Mr. Charles.
01:25:42:03,01:25:44:18,"Mr. Fischer, right?"
01:25:44:22,01:25:48:10,Pleasure to see you again. Rod Green from marketing. L...
01:25:48:14,01:25:49:17,Hmm.
01:25:49:21,01:25:52:13,#NAME?
01:25:55:20,01:25:56:23,In case you get bored.
01:26:02:05,01:26:03:14,Must've blown you off.
01:26:03:18,01:26:06:11,"That is, unless her phone number really is only six digits."
01:26:08:15,01:26:13:02,"Funny way to make friends, someone stealing your wallet like that."
01:26:15:18,01:26:16:20,[SCOFFS]
01:26:17:00,01:26:19:08,Goddamn it. The wallet alone is worth at least 500...
01:26:19:12,01:26:20:15,"About $500, right?"
01:26:20:19,01:26:23:18,Don't worry about it. My people are already on it as we speak.
01:26:23:22,01:26:25:21,Who or what is Mr. Charles?
01:26:26:02,01:26:29:18,It's a gambit designed to turn Fischer against his own subconscious.
01:26:29:22,01:26:31:06,ARIADNE: And why don't you approve?
01:26:31:10,01:26:33:10,It involves telling the mark that he's dreaming...
01:26:33:14,01:26:35:19,...which involves attracting a lot of attention to us.
01:26:35:23,01:26:38:21,- Didn't Cobb say never to do that? - Hmm.
01:26:39:01,01:26:40:19,So now you've noticed how much time...
01:26:40:23,01:26:43:15,...Cobb spends doing things he says never to do.
01:26:45:08,01:26:47:03,"Mr. Saito, can I have a moment?"
01:26:47:07,01:26:49:17,"- I'm sorry, but... MAN: Hold on! Wait!"
01:26:51:01,01:26:52:08,You look a bit perkier.
01:26:52:12,01:26:54:20,"Very amusing, Mr. Eames."
01:26:59:04,01:27:00:19,[RUMBLING]
01:27:01:02,01:27:02:14,Turbulence on the plane?
01:27:02:18,01:27:04:11,"No, it's much closer."
01:27:04:15,01:27:06:07,That's Yusuf's driving.
01:27:07:04,01:27:08:09,[TIRES SCREECHING]
01:27:12:15,01:27:13:23,[GLASSES CLINKING]
01:27:14:15,01:27:17:03,"Um, I'm sorry. Who did you say you were?"
01:27:17:07,01:27:19:09,COBB: Rod Green from marketing.
01:27:19:13,01:27:21:04,"But that's not true at all, is it?"
01:27:23:06,01:27:26:17,"My name is Mr. Charles. You remember me, don't you?"
01:27:26:22,01:27:28:21,I'm the head of your security down here.
01:27:30:04,01:27:32:02,"Get out on a different floor, keep moving."
01:27:32:06,01:27:34:14,Dump the wallet. Security will be looking for that.
01:27:34:18,01:27:38:06,#NAME?
01:27:40:01,01:27:41:06,[COUGHING]
01:27:41:21,01:27:43:11,"Security, huh?"
01:27:45:21,01:27:48:01,#NAME?
01:27:48:05,01:27:52:20,I specialize in a very specific type of security.
01:27:53:05,01:27:54:21,Subconscious security.
01:27:55:01,01:27:57:04,You're talking about dreams?
01:27:57:09,01:28:00:05,"Are you talking about, um, extraction?"
01:28:01:06,01:28:02:16,I am here to protect you.
01:28:02:20,01:28:04:10,[GLASS SHATTERS]
01:28:04:19,01:28:06:09,[PEOPLE CHATTERING]
01:28:13:05,01:28:14:17,[CHATTERING STOPS]
01:28:16:02,01:28:18:15,"Mr. Fischer, I'm here to protect you in the event..."
01:28:18:19,01:28:22:04,...that someone tries to access your mind through your dreams.
01:28:22:08,01:28:24:23,You're not safe here.
01:28:25:19,01:28:27:09,They're coming for you.
01:28:39:18,01:28:41:04,[YELLS]
01:28:45:18,01:28:47:19,"Strange weather, isn't it?"
01:28:52:15,01:28:53:18,You feel that?
01:28:55:18,01:28:56:22,What's happening?
01:28:57:02,01:29:00:08,Cobb's drawing Fischer's attention to the strangeness of the dream...
01:29:00:12,01:29:03:09,...which is making his subconscious look for the dreamer.
01:29:03:13,01:29:06:14,"For me. Quick, give me a kiss."
01:29:11:14,01:29:15:11,"- They're still looking at us. - Yeah, it was worth a shot."
01:29:16:03,01:29:18:04,We should probably get out of here.
01:29:22:10,01:29:23:12,[GUNFIRE]
01:29:33:11,01:29:37:01,"COBB: You feel that? You've actually been trained for this, Mr. Fischer."
01:29:37:05,01:29:41:05,"Pay attention to the strangeness of the weather, the shift in gravity."
01:29:41:09,01:29:44:13,None of this is real. You're in a dream.
01:29:49:08,01:29:51:14,"Now, the easiest way for you to test yourself..."
01:29:51:19,01:29:55:20,...is to try and remember how you arrived at this hotel. Can you do that?
01:29:56:16,01:29:57:23,"Yeah, I..."
01:29:58:03,01:30:00:15,"COBB: No, breathe, breathe. Remember your training."
01:30:02:16,01:30:06:01,"Accept the fact that you're in a dream, and I'm here to protect you. Go on."
01:30:08:01,01:30:09:10,Mm-hm.
01:30:12:05,01:30:14:01,- You're not real? - No.
01:30:14:05,01:30:17:14,No. I'm a projection of your subconscious.
01:30:17:18,01:30:19:20,I was sent here to protect you in the event...
01:30:19:24,01:30:22:22,...that extractors tried to pull you into a dream.
01:30:23:02,01:30:26:08,"And I believe that's what's going on right now, Mr. Fischer."
01:30:27:10,01:30:28:11,Yeah.
01:30:28:15,01:30:29:17,Okay.
01:30:30:15,01:30:31:20,Okay.
01:30:34:16,01:30:36:16,Can you get me out of here?
01:30:37:14,01:30:40:04,Right away. Follow me.
01:30:54:10,01:30:55:18,Hold on a second.
01:31:00:17,01:31:02:13,Jesus Christ! What are you doing?
01:31:02:17,01:31:04:23,"These men were sent here to abduct you, all right?"
01:31:05:03,01:31:07:17,"If you want my help, you have to remain calm."
01:31:09:10,01:31:11:17,"I need you to work with me, Mr. Fischer."
01:31:23:10,01:31:27:02,"If this is a dream, I should just kill myself to wake up, right?"
01:31:27:06,01:31:29:08,"I wouldn't do that if I were you, Mr. Fischer."
01:31:29:12,01:31:32:24,"I believe they have you sedated, and if you pull that trigger..."
01:31:33:04,01:31:34:08,...you may not wake up.
01:31:35:11,01:31:39:18,"You may go into a further dream state. Now, you know what I'm talking about."
01:31:42:02,01:31:43:18,You remember the training.
01:31:44:22,01:31:46:07,Remember what I said to you.
01:31:47:04,01:31:48:08,Give me the gun.
01:32:00:03,01:32:02:18,- This room should be directly below 528? - Yeah.
01:32:04:00,01:32:05:10,[SAFE BEEPS]
01:32:12:03,01:32:13:15,"Think, Mr. Fischer, think."
01:32:13:19,01:32:17:15,What do you remember from before this dream?
01:32:17:24,01:32:20:15,"There was, um, a lot of gunfire."
01:32:20:19,01:32:23:10,There was rain.
01:32:23:23,01:32:25:13,Uncle Peter.
01:32:25:19,01:32:29:11,"- Oh, my God, we've been kidnapped. - Where were they holding you?"
01:32:32:11,01:32:35:18,#NAME?
01:32:35:23,01:32:38:00,You're in the back of a van. Keep going.
01:32:38:04,01:32:40:11,"It had something to do with, um..."
01:32:41:02,01:32:43:23,Something to do with a safe.
01:32:44:14,01:32:46:05,"God, why is it so hard to remember?"
01:32:46:09,01:32:49:02,It's like trying to remember a dream after you've woken up.
01:32:49:06,01:32:50:24,"Listen, it takes years of practice."
01:32:51:04,01:32:53:14,You and Browning have been pulled into this dream...
01:32:53:18,01:32:56:12,...because they're trying to steal something from your mind.
01:32:56:16,01:33:00:06,I need you to focus and try and remember what that is.
01:33:00:10,01:33:02:01,"What is it, Mr. Fischer? Think!"
01:33:02:05,01:33:05:23,A combination. They demanded the first numbers to pop into my head.
01:33:06:03,01:33:08:20,They're trying to extract a number from your subconscious.
01:33:08:24,01:33:12:19,It can represent anything. We're in a hotel right now.
01:33:13:14,01:33:16:17,"We should try hotel rooms. What was the number, Mr. Fischer?"
01:33:16:21,01:33:19:17,Try and remember for me. This is very important.
01:33:19:21,01:33:21:05,Five.
01:33:22:04,01:33:24:15,"Five, two... It was something, it was a long number."
01:33:24:19,01:33:26:21,That's good. We can start there. Fifth floor.
01:33:27:01,01:33:28:02,Yep.
01:33:28:06,01:33:32:08,#NAME?
01:33:32:13,01:33:35:19,"While you're all asleep in 528, I wait for Yusuf's kick."
01:33:35:23,01:33:38:02,#NAME?
01:33:38:06,01:33:42:05,"And then when the van hits the barrier of the bridge, that should be unmistakable."
01:33:42:09,01:33:45:13,So we get a nice synchronized kick.
01:33:45:17,01:33:48:03,"If it's too soon, we won't get pulled out."
01:33:48:07,01:33:51:13,"But if it's too late, I won't be able to drop us."
01:33:51:17,01:33:55:13,#NAME?
01:33:56:01,01:33:58:21,- Can't drop you without gravity. - Right.
01:34:04:13,01:34:06:18,They're with me. Go on.
01:34:31:02,01:34:32:03,Mr. Charles.
01:34:32:07,01:34:35:06,#NAME?
01:34:35:10,01:34:37:12,They were trying to put you under.
01:34:37:22,01:34:40:00,- I'm already under. - Under again.
01:34:40:04,01:34:42:18,"What do you mean, a dream within a dream?"
01:34:43:08,01:34:45:19,Hey. I see you've changed.
01:34:45:23,01:34:47:14,I'm sorry?
01:34:48:02,01:34:51:23,"Oh, I'm sorry. I mistook you for a friend."
01:34:52:03,01:34:53:10,Oh.
01:34:53:14,01:34:55:18,"Good-looking fellow, I'm sure."
01:34:56:10,01:34:59:08,"No, no, no. That's Fischer's projection of Browning."
01:34:59:12,01:35:01:09,Let's follow him and see how he behaves.
01:35:01:13,01:35:03:12,#NAME?
01:35:03:16,01:35:06:24,...if Fischer is starting to suspect his motives the way we want him to.
01:35:07:04,01:35:08:05,Shh.
01:35:08:09,01:35:09:19,[DOOR OPENS]
01:35:12:19,01:35:15:07,#NAME?
01:35:15:11,01:35:18:21,"Well, not exactly. They already had him. They were torturing him."
01:35:19:01,01:35:20:12,And you saw them torture him?
01:35:28:01,01:35:29:21,The kidnappers are working for you?
01:35:30:20,01:35:32:07,Robert.
01:35:32:11,01:35:36:07,You're trying to get that safe open? To get the alternate will?
01:35:36:18,01:35:40:24,Fischer Morrow has been my entire life. I can't let you destroy it.
01:35:41:04,01:35:43:12,I'm not gonna throw away my inheritance.
01:35:43:16,01:35:47:20,I couldn't let you rise to your father's last taunt.
01:35:48:16,01:35:51:16,#NAME?
01:35:51:20,01:35:53:19,That's his last insult.
01:35:53:23,01:35:57:14,A challenge for you to build something for yourself...
01:35:57:18,01:36:01:13,...by telling you you're not worthy of his accomplishments.
01:36:07:05,01:36:12:14,"- What, but that he was, um, disappointed? - I'm sorry."
01:36:13:23,01:36:17:01,But he's wrong.
01:36:17:19,01:36:20:11,You can build a better company than he ever did.
