Start Time,End Time,Subtitle
00:35:56:14,00:35:57:14,Not like you.
00:35:57:18,00:36:00:18,"Listen, if you're gonna perform inception, you need imagination."
00:36:00:22,00:36:04:11,Let me ask you something. Have you done it before?
00:36:04:15,00:36:08:06,"We tried it. Uh, we got the idea in place, but it didn't take."
00:36:08:10,00:36:11:18,"- You didn't plant it deep enough? - No, it's not just about depth."
00:36:11:22,00:36:13:22,You need the simplest version of the idea...
00:36:14:02,00:36:17:18,...in order for it to grow naturally in your subject's mind. It's a subtle art.
00:36:17:22,00:36:20:11,"So, what is this idea that you need to plant?"
00:36:20:15,00:36:24:20,We need the heir of a major corporation to dissolve his father's empire.
00:36:25:00,00:36:27:10,Right there you have various political motivations...
00:36:27:14,00:36:29:14,...and anti-monopolistic sentiments and so forth.
00:36:29:18,00:36:31:15,"But all of that stuff, it's, um..."
00:36:31:19,00:36:34:16,"It's really at the mercy of your subject's prejudice, you see?"
00:36:34:20,00:36:37:08,What you have to do is start at the absolute basic.
00:36:37:12,00:36:39:02,Which is what?
00:36:39:14,00:36:41:11,The relationship with the father.
00:36:43:16,00:36:45:08,#NAME?
00:36:45:12,00:36:48:14,"Right. Okay, well, there's a man here, Yusuf."
00:36:48:18,00:36:52:04,"He, uh, formulates his own versions of the compounds."
00:36:52:08,00:36:53:15,Why don't you take me there?
00:36:53:19,00:36:56:21,Once you've lost your tail. The man at the bar.
00:36:57:01,00:36:58:12,COBB: Cobol Engineering.
00:36:58:16,00:37:01:00,"That price on my head, was that dead or alive?"
00:37:01:04,00:37:03:17,Don't remember. Let's see if he starts shooting.
00:37:03:21,00:37:07:12,"Run interference. I'll meet you downstairs in the bar in, say, uh, half an hour?"
00:37:07:16,00:37:09:16,- Back here? - This is the last place they'd suspect.
00:37:09:20,00:37:11:03,[CHUCKLES]
00:37:12:05,00:37:13:14,All right.
00:37:14:18,00:37:16:14,Freddy. Freddy Simmonds.
00:37:16:18,00:37:18:05,"My God, it's you, isn't it?"
00:37:19:17,00:37:20:21,[GRUNTS]
00:37:21:18,00:37:22:20,"No, it isn't you."
00:37:22:24,00:37:24:10,"Not dreaming now, are you?"
00:37:24:14,00:37:26:07,[GRUNTS THEN PEOPLE SHOUTING]
00:37:26:15,00:37:28:05,MAN: Get him!
00:37:43:17,00:37:44:20,There!
00:38:03:02,00:38:05:03,[WAITER SPEAKING IN FOREIGN LANGUAGE]
00:38:05:09,00:38:07:03,One café.
00:38:11:11,00:38:12:15,Shh.
00:38:14:10,00:38:16:05,[WAITER SHOUTING]
00:38:18:06,00:38:19:17,One café.
00:38:20:18,00:38:22:05,One café.
00:38:23:09,00:38:24:13,[MEN SHOUTING]
00:38:41:21,00:38:42:22,[HORN HONKS]
00:38:56:17,00:38:57:22,[GRUNTING]
00:39:11:10,00:39:12:18,[TIRES SCREECH]
00:39:16:19,00:39:18:06,"Care for a lift, Mr. Cobb?"
00:39:19:22,00:39:23:24,- What are you doing in Mombasa? - I'm here to protect my investment.
00:39:24:16,00:39:26:01,[WHISTLE]
00:39:26:12,00:39:29:11,"Ah. So this is your idea of losing a tail, huh?"
00:39:29:15,00:39:30:15,Different tail.
00:39:33:11,00:39:34:23,[ARIADNE CLEARS THROAT]
00:39:39:08,00:39:41:02,Cobb said you'd be back.
00:39:42:05,00:39:45:18,"- I tried not to come, but... - But there's nothing quite like it."
00:39:45:22,00:39:47:14,It's just...
00:39:49:02,00:39:50:10,...pure creation.
00:39:50:14,00:39:53:02,Shall we take a look at some paradoxical architecture?
00:39:53:06,00:39:55:06,ARTHUR: You're gonna have to master a few tricks...
00:39:55:10,00:39:58:23,...if you're gonna build three complete dream levels. Excuse me.
00:39:59:04,00:40:00:14,ARIADNE: What kind of tricks?
00:40:00:18,00:40:04:06,"In a dream, you can cheat architecture into impossible shapes."
00:40:04:10,00:40:08:08,"That lets you create closed loops, like the Penrose Steps."
00:40:08:12,00:40:09:16,The infinite staircase.
00:40:13:21,00:40:15:08,See?
00:40:19:12,00:40:20:13,Paradox.
00:40:20:17,00:40:22:03,So a closed loop like that...
00:40:22:07,00:40:25:09,...will help you disguise the boundaries of the dream you create.
00:40:25:13,00:40:27:12,But how big do these levels have to be?
00:40:27:16,00:40:30:20,It could be anything from the floor of a building to an entire city.
00:40:31:00,00:40:34:10,They have to be complicated enough that we can hide from the projections.
00:40:34:14,00:40:36:00,#NAME?
00:40:36:04,00:40:37:12,And the better the maze...
00:40:37:16,00:40:40:08,Then the longer we have before the projections catch us?
00:40:40:12,00:40:41:19,Exactly.
00:40:42:12,00:40:45:17,"- My subconscious seems polite enough. - Ha, ha. You wait, they'll turn ugly."
00:40:47:19,00:40:49:05,No one likes to feel someone else messing around in their mind.
00:40:49:09,00:40:51:11,"Cobb can't build anymore, can he?"
00:40:53:07,00:40:55:03,"I don't know if he can't, but he won't."
00:40:55:07,00:40:57:17,He thinks it's safer if he doesn't know the layouts.
00:40:57:21,00:40:58:23,Why?
00:40:59:03,00:41:01:09,He won't tell me. But I think it's Mal.
00:41:01:19,00:41:04:02,#NAME?
00:41:04:06,00:41:07:10,- They're still together? - No.
00:41:08:16,00:41:10:04,"No, she's dead."
00:41:12:03,00:41:14:21,What you see in there is just his projection of her.
00:41:18:09,00:41:19:21,What was she like in real life?
00:41:20:13,00:41:21:22,She was lovely.
00:41:25:19,00:41:28:04,YUSUF: You are seeking a chemist? COBB: Yes.
00:41:28:08,00:41:30:11,To formulate compounds for a job?
00:41:31:03,00:41:32:24,And to go into the field with us.
00:41:33:04,00:41:35:10,"No, I rarely go into the field, Mr. Cobb."
00:41:35:14,00:41:39:07,"Well, we'd need you there to tailor compounds specific to our needs."
00:41:39:11,00:41:41:14,#NAME?
00:41:41:18,00:41:45:00,A dream within a dream? Two levels?
00:41:47:18,00:41:48:19,Three.
00:41:48:23,00:41:52:13,Not possible. That many dreams within dreams is too unstable.
00:41:52:17,00:41:56:16,It is possible. You just have to add a sedative.
00:41:56:20,00:41:59:12,A powerful sedative.
00:42:01:07,00:42:03:13,#NAME?
00:42:03:17,00:42:05:11,SAITO: Six.
00:42:06:08,00:42:10:09,The only way to know you've done the job is if I go in with you.
00:42:10:13,00:42:13:15,"There's no room for tourists on a job like this, Mr. Saito."
00:42:13:19,00:42:16:04,"This time, it seems there is."
00:42:17:03,00:42:20:20,"This, I think, is a good place to start. I use it every day."
00:42:20:24,00:42:23:03,"COBB: What for? - Here, I'll show you."
00:42:27:11,00:42:29:04,Perhaps you will not want to see.
00:42:32:03,00:42:33:17,After you.
00:42:33:22,00:42:35:14,[MACHINE HISSING]
00:42:43:00,00:42:46:00,EAMES: Ten. Twelve. All connected. Bloody hell.
00:42:46:05,00:42:47:24,They come every day to share the dream.
00:42:50:24,00:42:53:14,You see? Very stable.
00:42:59:07,00:43:03:08,#NAME?
00:43:03:15,00:43:04:16,In dream time?
00:43:04:20,00:43:08:12,"With this compound? About 40 hours, each and every day."
00:43:08:16,00:43:11:23,#NAME?
00:43:13:12,00:43:15:22,"After a while, it becomes the only way you can dream."
00:43:16:02,00:43:18:00,"Do you still dream, Mr. Cobb?"
00:43:18:16,00:43:22:01,#NAME?
00:43:23:19,00:43:26:12,They come to be woken up.
00:43:27:12,00:43:30:20,The dream has become their reality.
00:43:31:18,00:43:34:03,"Who are you to say otherwise, sir?"
00:43:36:10,00:43:38:01,Let's see what you can do.
00:43:45:13,00:43:46:23,[METAL GROANING]
00:43:49:01,00:43:50:15,You know how to find me.
00:43:53:05,00:43:55:05,You know what you have to do.
00:44:00:11,00:44:01:13,"Sharp, no?"
00:44:17:03,00:44:19:23,"SAITO: Are you all right, Mr. Cobb?"
00:44:20:12,00:44:24:06,"Yeah, yeah. Everything's just fine."
00:44:32:17,00:44:36:10,"Robert Fischer, heir to the Fischer Morrow energy conglomerate."
00:44:36:14,00:44:38:11,COBB: What's your problem with this Mr. Fischer?
00:44:38:15,00:44:40:06,That's not your concern.
00:44:40:15,00:44:45:00,"Mr. Saito, this isn't your typical corporate espionage."
00:44:45:04,00:44:46:18,You asked me for inception.
00:44:46:22,00:44:50:07,I do hope you understand the gravity of that request.
00:44:50:11,00:44:54:11,"Now, the seed that we plant in this man's mind will grow into an idea."
00:44:54:15,00:44:56:12,This idea will define him.
00:44:56:16,00:44:58:12,It may come to change...
00:44:58:16,00:45:00:23,"Well, it may come to change everything about him."
00:45:01:03,00:45:05:11,We're the last company standing between them and total energy dominance.
00:45:05:15,00:45:07:17,And we can no longer compete.
00:45:07:21,00:45:11:08,"Soon, they'll control the energy supply of half the world."
00:45:11:12,00:45:13:21,"In effect, they become a new superpower."
00:45:15:07,00:45:18:15,The world needs Robert Fischer to change his mind.
00:45:18:19,00:45:20:08,EAMES: That's where we come in.
00:45:20:12,00:45:23:19,How is Robert Fischer's relationship with his father?
00:45:23:23,00:45:26:16,Rumor is the relationship is quite complicated.
00:45:26:20,00:45:29:08,"Well, we can't work based solely on rumor, can we?"
00:45:29:12,00:45:32:17,Can you get me access to this man here? Browning.
00:45:32:21,00:45:37:02,Fischer Senior's right-hand man. Fischer Junior's godfather.
00:45:37:06,00:45:40:12,"It should be possible, if you can get the right references."
00:45:40:16,00:45:45:04,"References are something of a specialty for me, Mr. Saito."
00:45:45:19,00:45:48:17,BROWNING: I'm not smelling settlement here. Take them down.
00:45:48:21,00:45:49:24,LAWYER: Mr. Browning...
00:45:50:04,00:45:54:00,...Maurice Fischer's policy is always one of avoiding litigation.
00:45:56:13,00:46:01:00,"Well, shall we voice your concerns with Maurice directly?"
00:46:01:04,00:46:02:14,Not sure that's necessary.
00:46:02:18,00:46:05:10,"No, no, no. I think we should."
00:46:26:17,00:46:28:07,BROWNING: How is he?
00:46:29:03,00:46:31:21,"I don't want to bother him unnecessarily, but..."
00:46:32:01,00:46:37:13,"MAURICE: Robert, I told you keep out the damn... Wait. So do it. Get..."
00:46:37:19,00:46:40:21,NURSE: Mr. Fischer. MAURICE: Put it through.
00:46:41:06,00:46:44:21,"Never, never. Never do the same as I asked."
00:46:46:04,00:46:47:20,Leave that.
00:46:51:13,00:46:52:21,Here.
00:46:55:04,00:46:57:14,BROWNING: Must be a cherished memory of his.
00:46:58:17,00:47:03:06,I put it beside his bed. He hasn't even noticed.
00:47:03:10,00:47:05:02,Robert...
00:47:07:10,00:47:09:20,...we need to talk about a power of attorney.
00:47:09:24,00:47:13:07,"- I know this is hard, but it's imperative... - Not now, Uncle Peter."
00:47:17:07,00:47:19:02,EAMES: The vultures are circling.
00:47:19:06,00:47:23:16,"And the sicker Maurice Fischer becomes, the more powerful Peter Browning becomes."
00:47:23:20,00:47:26:06,I've had ample opportunity to observe Browning...
00:47:26:21,00:47:31:06,"...and adopt his physical presence, study his mannerisms, and so on and so forth."
00:47:31:10,00:47:35:06,"So now in the first layer of the dream, I can impersonate Browning."
00:47:35:10,00:47:38:16,And suggest concepts to Fischer's conscious mind.
00:47:38:21,00:47:40:17,"Then, when we take him a level deeper..."
00:47:40:21,00:47:44:09,...his own projection of Browning should feed that right back to him.
00:47:44:13,00:47:46:11,So he gives himself the idea.
00:47:46:15,00:47:50:21,Precisely. That's the only way it will stick. It has to seem self-generated.
00:47:51:01,00:47:54:11,"Eames, I am impressed."
00:47:54:15,00:47:58:04,"Your condescension, as always, is much appreciated, Arthur, thank you."
00:48:10:11,00:48:11:16,[DOOR OPENS]
00:48:19:12,00:48:21:13,Were you going under on your own?
00:48:21:17,00:48:25:05,"No, no, I was just, uh, running some experiments."
00:48:25:09,00:48:27:08,"I didn't realize anyone was here, so..."
00:48:27:12,00:48:30:04,"Yeah, I was just... I was working on my totem, actually."
00:48:30:08,00:48:31:12,"Here, let me take a look."
00:48:33:16,00:48:34:24,"So you're learning, huh?"
00:48:35:04,00:48:38:16,An elegant solution for keeping track of reality.
00:48:39:07,00:48:41:16,#NAME?
00:48:41:22,00:48:44:00,"It was Mal's, actually. This..."
00:48:44:16,00:48:48:11,This one was hers. She would spin it in the dream and it would never topple.
00:48:48:16,00:48:51:13,Just spin and spin.
00:48:53:02,00:48:55:00,Arthur told me she passed away.
00:48:56:22,00:48:59:00,How are the mazes coming along?
00:48:59:04,00:49:02:02,Each level relates to the part of the subject's subconscious...
00:49:02:06,00:49:03:17,...that we are trying to access.
00:49:03:21,00:49:09:08,"So I'm making the bottom level a hospital, so Fischer will bring his father."
00:49:09:17,00:49:12:11,"You know, l... Actually, I have a question about this layout."
00:49:12:15,00:49:17:09,"No, no, no. Don't show me specifics. Only the dreamer should know the layout."
00:49:17:13,00:49:18:17,Why is that so important?
00:49:18:21,00:49:20:21,In case one of us brings in our projections.
00:49:21:01,00:49:23:09,We don't want them knowing the details of the maze.
00:49:24:18,00:49:27:05,You mean in case you bring Mal in.
00:49:27:09,00:49:29:19,"You can't keep her out, can you?"
00:49:30:17,00:49:32:05,- Right. - You can't build...
00:49:32:09,00:49:35:17,"...because if you know the maze, then she knows it."
00:49:35:21,00:49:38:01,"Well, she'd sabotage the whole operation."
00:49:38:05,00:49:41:01,"- Cobb, do the others know? - No. No, they don't."
00:49:41:05,00:49:43:10,You've gotta warn them if this is getting worse.
00:49:43:15,00:49:45:14,No one said it's getting worse.
00:49:46:18,00:49:50:02,I need to get home. That's all I care about right now.
00:49:50:22,00:49:52:24,Why can't you go home?
00:49:56:02,00:49:58:03,Because they think I killed her.
00:50:01:09,00:50:03:15,#NAME?
00:50:03:20,00:50:06:02,For not asking whether I did.
00:50:06:06,00:50:08:10,"""I will split up my father's empire."""
00:50:08:14,00:50:12:19,"Now, this is obviously an idea that Robert himself would choose to reject..."
00:50:12:23,00:50:15:18,...which is why we need to plant it deep in his subconscious.
00:50:15:22,00:50:19:11,"The subconscious is motivated by emotion, right? Not reason."
00:50:19:15,00:50:23:10,We need to find a way to translate this into an emotional concept.
00:50:23:14,00:50:26:01,How do you translate business strategy into emotion?
00:50:26:05,00:50:29:19,That's what we're here to figure out. Robert's relationship with his father...
00:50:29:23,00:50:32:17,"...is stressed, to say the least. - Can we run with that?"
00:50:32:21,00:50:36:11,"We suggest breaking up his father's company as a ""screw you"" to the old man."
00:50:36:15,00:50:40:03,"No, because I think positive emotion trumps negative emotion every time."
00:50:40:12,00:50:44:05,"We all yearn for reconciliation, for catharsis."
00:50:44:09,00:50:48:03,We need Robert Fischer to have a positive emotional reaction to all this.
00:50:48:07,00:50:50:03,"All right, well, try this. Um..."
00:50:50:07,00:50:55:01,"""My father accepts that I want to create for myself, not follow in his footsteps."""
00:50:55:11,00:50:56:12,That might work.
00:50:56:16,00:50:59:20,"Might? We're gonna need to do a little better than ""might."""
00:51:00:00,00:51:01:23,"Thank you for your contribution, Arthur."
00:51:02:03,00:51:05:02,"Forgive me for wanting a little specificity, Eames."
00:51:05:07,00:51:06:09,Specificity?
00:51:06:14,00:51:08:10,Inception's not about being specific.
00:51:08:14,00:51:12:13,"When we get inside his mind, we're gonna have to work with what we find."
00:51:13:20,00:51:16:20,"EAMES: On the top level, we open up his relationship with his father..."
00:51:16:24,00:51:20:02,"...and say, ""I will not follow in my father's footsteps."""
00:51:20:06,00:51:24:22,"Then the next level down, we feed him, ""I will create something for myself."""
00:51:25:02,00:51:28:10,"Then, by the time we hit the bottom level, we bring out the big guns."
00:51:28:14,00:51:31:00,"- ""My father doesn't want me to be him."" EAMES: Exactly."
00:51:31:04,00:51:32:04,[MACHINE HISSING]
00:51:32:08,00:51:36:08,"Three layers down, the dreams are gonna collapse with the slightest disturbance."
00:51:36:12,00:51:37:16,Sedation.
00:51:37:20,00:51:40:16,For sleep stable enough to create three layers of dreaming...
00:51:40:20,00:51:44:18,...we'll have to combine it with an extremely powerful sedative.
00:51:45:02,00:51:46:16,[MACHINE HISSING]
00:51:56:05,00:51:57:07,Good night.
00:51:57:21,00:52:00:02,YUSUF: The compound we'll be using to share the dream...
00:52:00:06,00:52:02:05,...creates a clear connection between dreamers...
00:52:02:09,00:52:06:14,"...whilst accelerating brain function. - In other words, more time on each level."
00:52:06:18,00:52:09:21,Brain function in the dream will be about 20 times normal.
00:52:10:02,00:52:13:14,"And when you enter a dream within that dream, the effect is compounded."
00:52:13:18,00:52:15:21,"It's three dreams, that's 10 hours times 20..."
00:52:16:01,00:52:18:22,Math was never my strong subject. How much time is that?
00:52:19:02,00:52:21:18,"It's a week, the first level down."
00:52:22:11,00:52:25:07,"Six months the second level down, and the third level..."
00:52:25:11,00:52:26:21,That's 10 years.
00:52:29:13,00:52:31:18,Who'd wanna be stuck in a dream for 10 years?
00:52:32:03,00:52:33:07,Depends on the dream.
00:52:33:11,00:52:35:18,"So once we've made the plant, how do we get out?"
00:52:35:22,00:52:39:06,I'm hoping you have something more elegant than shooting me in the head.
00:52:39:10,00:52:42:05,- A kick. - What's a kick?
00:52:42:09,00:52:45:02,"EAMES: This, Ariadne, would be a kick."
00:52:47:05,00:52:49:22,It's that feeling of falling you get that jolts you awake.
00:52:50:02,00:52:53:07,#NAME?
00:52:53:11,00:52:54:16,YUSUF: That's the clever part.
00:52:54:20,00:52:58:02,I customized the sedative to leave inner-ear function unimpaired.
00:52:58:06,00:53:03:02,"That way, however deep the sleep, the sleeper still feels falling."
00:53:03:06,00:53:05:14,Or tipping.
00:53:06:06,00:53:10:10,The trick is to synchronize a kick that can penetrate all three levels.
00:53:10:22,00:53:14:12,We could use a musical countdown to synchronize the different kicks.
00:53:14:16,00:53:16:24,"[""NON, JE NE REGRETTE RIEN"" PLAYING]"
00:53:22:09,00:53:25:21,"EAMES: He hasn't got any surgery scheduled, no dental, nothing."
00:53:26:01,00:53:28:01,COBB: Wasn't he supposed to have a knee operation?
00:53:28:05,00:53:31:11,"Nothing. Nothing that they'll put him under for, anyway. And we need..."
00:53:31:15,00:53:33:13,We need at least a good 10 hours.
00:53:33:17,00:53:35:01,Sydney to Los Angeles.
00:53:36:09,00:53:40:15,One of the longest flights in the world. He makes it every two weeks.
00:53:40:19,00:53:42:23,"He must be flying private, then."
00:53:43:11,00:53:46:15,SAITO: Not if there were unexpected maintenance with his plane.
00:53:46:19,00:53:49:01,ARTHUR: It would have to be a 747. - Why's that?
00:53:49:05,00:53:50:16,"On a 747, the pilot's up top..."
00:53:50:20,00:53:54:02,"...the first-class cabin's in the nose, so no one would walk through."
00:53:54:06,00:53:57:18,You'd have to buy out the entire cabin and the first-class flight attendant.
00:53:57:22,00:53:59:12,I bought the airline.
00:54:01:01,00:54:02:20,It seemed neater.
00:54:04:11,00:54:07:06,"Well, looks like we have our 10 hours."
00:54:07:22,00:54:11:01,"Ariadne? Terrific work, by the way."
00:54:13:20,00:54:15:12,[MACHINE HISSING]
00:54:59:01,00:55:01:05,MAL: You know how to find me.
00:55:02:17,00:55:04:03,You know what you have to do.
00:55:07:23,00:55:11:10,You remember when you asked me to marry you?
00:55:12:07,00:55:14:08,Of course I do.
00:55:15:10,00:55:17:22,You said you had a dream.
00:55:20:22,00:55:23:16,That we'd grow old together.
00:55:25:02,00:55:26:19,And we can.
00:55:33:11,00:55:35:10,COBB: You shouldn't be here.
00:55:39:04,00:55:42:15,Just wanted to see what kind of tests you're doing on your own every night.
00:55:42:19,00:55:46:00,#NAME?
00:55:46:04,00:55:51:23,- You've asked me to share dreams with you. - Not these. These are my dreams.
00:56:02:21,00:56:05:07,ARIADNE: Why do you do this to yourself?
00:56:05:11,00:56:08:09,It's the only way I can still dream.
00:56:10:03,00:56:12:08,Why is it so important to dream?
00:56:13:06,00:56:15:12,"In my dreams, we're still together."
00:56:29:20,00:56:31:14,These aren't just dreams.
00:56:33:09,00:56:36:10,These are memories. And you said never to use memories.
00:56:36:14,00:56:37:15,I know I did.
00:56:38:07,00:56:42:20,You're trying to keep her alive. You can't let her go.
00:56:42:24,00:56:45:24,You don't understand. These are moments I regret.
00:56:46:04,00:56:48:18,They're memories that I have to change.
00:56:49:24,00:56:52:11,"Well, what's down there that you regret?"
00:56:52:20,00:56:55:24,"Listen, there's only one thing you need to understand about me."
00:57:04:11,00:57:06:01,ARIADNE: This is your house?
00:57:06:17,00:57:09:04,"Mine and Mal's, yes."
00:57:09:08,00:57:11:01,Where is she?
00:57:11:17,00:57:13:17,She's already gone.
00:57:18:11,00:57:20:00,"That's my son, James."
00:57:20:04,00:57:23:07,"He's digging for something, maybe a worm."
00:57:23:11,00:57:24:12,[JAMES GIGGLING]
00:57:24:16,00:57:25:19,That's Phillipa.
00:57:26:08,00:57:28:05,I thought about calling out to them...
00:57:28:09,00:57:31:03,...so they'd turn and smile and I could see...
00:57:31:20,00:57:36:23,"...those beautiful faces of theirs, but it's all too late."
00:57:37:03,00:57:39:23,"MAN: Right now or never, Cobb."
00:57:44:10,00:57:46:05,COBB: Then I start to panic.
00:57:46:09,00:57:49:02,I realize I'm gonna regret this moment...
00:57:49:22,00:57:52:06,...that I need to see their faces one last time.
00:57:52:10,00:57:54:22,WOMAN: James! Phillipa! Come on in!
00:57:55:02,00:57:57:03,COBB: But the moment's past.
00:57:59:08,00:58:02:17,"And whatever I do, I can't change this moment."
00:58:03:15,00:58:05:19,As I'm about to call out to them...
00:58:06:20,00:58:07:22,...they run away.
00:58:10:16,00:58:13:22,"If I'm ever gonna see their faces again, I've gotta get back home."
00:58:14:23,00:58:16:11,The real world.
00:58:22:02,00:58:23:18,[TRAIN APPROACHING]
00:58:45:12,00:58:47:12,[SIREN WAILING IN THE DISTANCE]
00:58:58:01,00:58:59:12,What are you doing here?
00:59:00:08,00:59:01:11,My name is...
00:59:01:15,00:59:04:22,I know who you are. What are you doing here?
00:59:13:02,00:59:15:12,I'm just trying to understand.
00:59:15:16,00:59:17:19,How could you understand?
00:59:19:00,00:59:21:03,Do you know what it is to be a lover?
00:59:23:03,00:59:25:07,To be half of a whole?
00:59:26:12,00:59:28:03,No.
00:59:29:14,00:59:31:14,I'll tell you a riddle.
00:59:33:01,00:59:35:08,You're waiting for a train.
00:59:36:09,00:59:39:13,A train that will take you far away.
00:59:40:22,00:59:43:21,You know where you hope this train will take you...
00:59:44:22,00:59:47:04,...but you don't know for sure.
00:59:47:08,00:59:49:06,But it doesn't matter.
00:59:50:05,00:59:53:15,How can it not matter to you where that train will take you?
00:59:53:19,00:59:55:13,COBB: Because you'll be together.
00:59:56:14,00:59:59:16,"MAL: How could you bring her here, Dom? - What is this place?"
01:00:00:02,01:00:03:06,This is a hotel suite where we used to spend our anniversary.
01:00:03:10,01:00:04:18,What happened here?
01:00:06:16,01:00:09:12,You promised! You promised we'd be together!
01:00:09:23,01:00:12:01,"Please, I need you to stay here just for now!"
01:00:12:05,01:00:15:10,You said we'd be together! You said we'd grow old together!
01:00:15:14,01:00:18:01,I'll come back for you. I promise.
01:00:18:05,01:00:19:17,[YELLING]
01:00:36:06,01:00:41:15,Do you think you can just build a prison of memories to lock her in?
01:00:42:06,01:00:44:15,Do you really think that that's gonna contain her?
01:00:45:13,01:00:46:19,SAITO: It's time.
01:00:48:01,01:00:50:09,Maurice Fischer just died in Sydney.
01:00:50:14,01:00:52:18,- When's the funeral? - Thursday. In Los Angeles.
01:00:52:22,01:00:56:04,Robert should accompany the body no later than Tuesday. We should move.
01:00:56:08,01:00:57:19,All right.
01:00:58:10,01:01:01:10,"- Cobb, I'm coming with you. - I promised Miles. No."
01:01:01:14,01:01:04:18,The team needs someone who understands what you're struggling with.
01:01:07:07,01:01:09:11,And it doesn't have to be me...
01:01:09:15,01:01:12:22,...but then you have to show Arthur what I just saw.
01:01:18:17,01:01:20:10,Get us another seat on the plane.
01:01:24:11,01:01:27:12,COBB: If I get on this plane and you don't honor our agreement...
01:01:27:16,01:01:31:08,"...when we land, I go to jail for the rest of my life."
01:01:32:01,01:01:34:06,Complete the job en route...
01:01:34:10,01:01:36:21,...I make one phone call from the plane...
01:01:37:01,01:01:39:23,...you have no trouble getting through lmmigration.
01:01:53:16,01:01:56:04,"- I'm sorry. - Oh, yeah, absolutely."
01:01:56:08,01:01:57:22,Thank you.
01:02:31:12,01:02:34:20,"Excuse me, I think this is yours? You must have dropped it."
01:02:35:00,01:02:36:21,FLIGHT ATTENDANT: Would you care for a drink?
01:02:37:01,01:02:38:08,"Oh. Water, please."
01:02:38:12,01:02:40:20,"Oh, um, same, please."
01:02:41:19,01:02:43:02,Um...
01:02:43:20,01:02:44:22,Thank you.
01:02:45:02,01:02:46:23,"You know, I couldn't help but notice..."
01:02:47:03,01:02:50:17,"...but you wouldn't happen to be related to the Maurice Fischer, would you?"
01:02:50:21,01:02:52:09,"Yes, he, um..."
01:02:53:08,01:02:55:08,He was my father.
01:02:55:18,01:02:59:20,"Well, he was a very inspiring figure. I'm sorry for your loss."
01:03:02:19,01:03:04:11,#NAME?
01:03:04:15,01:03:05:23,COBB: Hey.
01:03:06:09,01:03:07:24,To your father.
01:03:08:14,01:03:10:20,"May he rest in peace, huh?"
01:04:02:07,01:04:03:19,[MACHINE HISSING]
01:04:14:14,01:04:15:22,[HORN HONKS]
01:04:19:06,01:04:21:15,- Couldn't have peed before you went under? - Sorry.
01:04:21:19,01:04:23:20,Bit too much free champagne before takeoff?
01:04:23:24,01:04:25:03,"Ha, ha, bloody ha."
01:04:25:07,01:04:28:06,We know he's gonna be looking for a taxi in this weather.
01:04:39:22,01:04:43:23,"- Asshole! Hey, man, why don't you try...? - Walk away."
01:04:56:01,01:04:58:09,[MAN SINGING IN FOREIGN LANGUAGE ON RADIO]
01:04:58:13,01:04:59:15,[TURNS OFF RADIO]
01:04:59:19,01:05:01:05,Just have him ca... I gotta go.
01:05:01:10,01:05:03:13,All right. Taxi. Thank you.
01:05:06:12,01:05:09:08,"All right, Third and Market. Snappy."
01:05:09:22,01:05:12:06,#NAME?
01:05:12:10,01:05:13:22,- It's not. - Maybe we could share.
01:05:14:02,01:05:16:22,Maybe not. Can you pull over and get this...?
01:05:19:21,01:05:21:05,Great.
01:05:26:04,01:05:27:15,Come on.
01:05:38:17,01:05:41:08,There's $500 in there. The wallet's worth more than that.
01:05:41:12,01:05:43:05,You might at least drop me at my stop.
01:05:43:10,01:05:44:13,I'm afraid that it doesn't...
01:05:44:17,01:05:46:06,[GUNFIRE THEN EAMES GRUNTS]
01:05:47:13,01:05:49:05,[TIRES SCREECHING]
01:05:54:05,01:05:56:01,- Cover him! EAMES: Down! Down now!
01:05:56:05,01:05:57:20,What the hell is going on?
01:06:01:13,01:06:03:19,ARIADNE: This wasn't in the design.
01:06:04:17,01:06:06:02,Cobb?
01:06:06:08,01:06:07:09,Cobb?
01:06:12:20,01:06:14:09,[GUNFIRE]
01:06:51:01,01:06:52:04,[YELLS]
01:06:58:06,01:06:59:11,Get him!
01:07:06:04,01:07:07:15,Are you all right?
01:07:07:19,01:07:09:23,"Yeah, I'm okay. I'm okay."
01:07:10:03,01:07:12:01,"Fischer's okay, unless he gets carsick."
01:07:12:05,01:07:13:11,Saito?
01:07:32:08,01:07:34:11,COBB: Get Fischer in the back room now.
01:07:34:19,01:07:37:11,#NAME?
01:07:37:22,01:07:39:09,COBB: Has he been shot? Is he dying?
01:07:39:13,01:07:41:07,ARTHUR: I don't know. - Jesus Christ.
01:07:41:11,01:07:43:21,ARTHUR: What happened to you? - Blocked by a freight train.
01:07:44:01,01:07:46:00,Why put a train in a downtown intersection?
01:07:46:04,01:07:47:19,- I didn't. ARTHUR: Where'd it come from?
01:07:47:24,01:07:49:16,Why the hell were we ambushed?
01:07:49:20,01:07:52:06,"Those were not normal projections. They'd been trained, for God's sakes."
01:07:54:08,01:07:55:23,- How could he be trained? - Fischer's had an extractor...
01:07:56:03,01:08:00:08,"...teach his subconscious to defend itself, so his subconscious is militarized."
01:08:00:12,01:08:02:03,It should've shown in the research.
01:08:02:07,01:08:04:02,COBB: Why the hell didn't it? - Calm down.
01:08:04:06,01:08:05:14,COBB: Don't tell me to calm down!
