Start Time,End Time,Subtitle
01:08:24:09,01:08:25:18,He left...
01:08:27:10,01:08:29:10,...taking everything.
01:08:53:09,01:08:54:18,What's that?
01:08:55:13,01:08:57:20,My power's been shut off.
01:08:58:08,01:08:59:19,
01:09:03:08,01:09:04:20,You're good at that.
01:09:05:22,01:09:08:21,"When I was a child, we had almost nothing."
01:09:09:07,01:09:13:20,"But on the nights when we had a fire, we felt very rich indeed."
01:09:15:16,01:09:18:15,I assumed your family was wealthy.
01:09:19:10,01:09:20:22,Not always.
01:09:21:22,01:09:23:11,Not when I was young.
01:09:24:03,01:09:25:23,An old mistake.
01:09:27:02,01:09:28:23,I've made a few myself.
01:09:30:05,01:09:31:20,More than a few.
01:09:34:02,01:09:35:14,We could leave.
01:09:36:02,01:09:37:03,Tonight.
01:09:38:00,01:09:42:01,"Take my plane, go anywhere we wanted."
01:09:43:20,01:09:45:15,"Someday, perhaps."
01:09:46:14,01:09:48:02,Not tonight.
01:10:16:06,01:10:18:02,Don't be shy.
01:10:20:06,01:10:22:16,Wayne says you can get me the clean slate.
01:10:23:00,01:10:25:18,#NAME?
01:10:25:22,01:10:27:13,On what you want it for.
01:10:27:17,01:10:30:16,I acquired it to keep it out of the wrong hands.
01:10:31:10,01:10:33:05,"Still don't trust me, huh?"
01:10:34:08,01:10:36:09,How can we change that?
01:10:36:13,01:10:38:08,Start by taking me to Bane.
01:10:41:09,01:10:42:23,You asked.
01:10:45:06,01:10:47:07,"From here, Bane's men patrol the tunnels."
01:10:47:15,01:10:50:02,And they're not your average brawlers.
01:10:50:14,01:10:52:02,Neither am I.
01:10:59:21,01:11:00:23,- He's behind you. - Who?
01:11:01:03,01:11:02:04,Me.
01:11:07:08,01:11:09:08,What do you think you're...?
01:11:21:11,01:11:23:16,Just a little further.
01:11:30:21,01:11:33:10,I had to find a way to stop them trying to kill me.
01:11:33:14,01:11:36:00,You made a serious mistake.
01:11:36:14,01:11:41:12,"Not as serious as yours, I fear."
01:11:45:04,01:11:46:05,Bane.
01:11:46:09,01:11:49:12,Let's not stand on ceremony here...
01:11:50:17,01:11:53:02,...Mr. Wayne.
01:12:04:07,01:12:06:11,Peace has cost you your strength.
01:12:06:15,01:12:08:11,Victory has defeated you.
01:12:15:23,01:12:18:01,
01:12:56:22,01:12:58:09,
01:13:10:05,01:13:15:20,"Theatricality and deception, powerful agents to the uninitiated."
01:13:16:00,01:13:18:20,"But we are initiated, aren't we, Bruce?"
01:13:19:17,01:13:22:14,Members of the League of Shadows.
01:13:24:14,01:13:26:23,And you betrayed us.
01:13:27:19,01:13:30:17,"""Us""? You were excommunicated..."
01:13:30:21,01:13:33:10,...by a gang of psychopaths.
01:13:37:21,01:13:40:19,I am the League of Shadows.
01:13:40:23,01:13:44:02,And I'm here to fulfill Ra's Al Ghul's destiny.
01:13:57:15,01:13:59:18,You fight like a younger man.
01:13:59:21,01:14:02:05,Nothing held back.
01:14:02:09,01:14:05:14,"Admirable, but mistaken."
01:14:08:24,01:14:13:14,"Oh, you think darkness is your ally?"
01:14:13:18,01:14:16:11,But you merely adopted the dark.
01:14:17:03,01:14:19:04,I was born in it.
01:14:19:18,01:14:21:21,Molded by it.
01:14:23:01,01:14:26:03,I didn't see the light until I was already a man.
01:14:26:07,01:14:29:13,"By then, it was nothing to me but blinding!"
01:14:32:13,01:14:36:13,The shadows betray you because they belong to me!
01:14:41:21,01:14:45:03,I will show you where I have made my home...
01:14:45:07,01:14:48:15,...whilst preparing to bring justice.
01:14:50:20,01:14:53:01,Then I will break you.
01:15:01:19,01:15:03:16,Your precious armory.
01:15:04:08,01:15:07:16,Gratefully accepted. We will need it.
01:15:16:09,01:15:20:04,"Ah, yes. I was wondering what would break first."
01:15:20:08,01:15:21:20,
01:15:24:22,01:15:26:18,Your spirit...
01:15:31:04,01:15:32:21,...or your body.
01:16:16:21,01:16:19:24,Get me Commissioner Gordon. I got a line on the congressman's kidnapping.
01:16:33:02,01:16:34:06,#NAME?
01:16:34:10,01:16:37:14,"I'm gonna need to see your ticket and identification, please."
01:16:37:18,01:16:39:19,Oh. Do you mind?
01:16:52:15,01:16:55:18,I showed your picture to the congressman. Guess what.
01:16:56:01,01:16:58:14,Don't tell me. Still in love?
01:16:58:18,01:17:01:07,"Oh, head over heels. Pressing charges, though."
01:17:02:08,01:17:05:05,"You've made some mistakes, Ms. Kyle."
01:17:06:04,01:17:09:08,- Girl's gotta eat. - And you have an appetite.
01:17:09:16,01:17:11:22,Why would you run? You can't hide with a record like this.
01:17:12:02,01:17:14:03,Maybe it's not you I'm running from.
01:17:14:07,01:17:16:04,Who then? Bane?
01:17:16:08,01:17:17:19,What do you know about him?
01:17:18:20,01:17:22:08,That you should be as afraid of him as I am.
01:17:22:11,01:17:24:08,We can offer you protection.
01:17:27:15,01:17:28:17,Okay.
01:17:33:09,01:17:36:21,"When I spotted you, I was looking for a friend of mine. Bruce Wayne."
01:17:39:18,01:17:41:06,Did they kill him?
01:17:42:24,01:17:44:15,I'm not sure.
01:17:56:15,01:17:57:17,
01:18:04:10,01:18:06:01,Why didn't you just...
01:18:08:01,01:18:09:06,...kill me?
01:18:09:09,01:18:12:21,"You don't fear death, you welcome it."
01:18:13:10,01:18:16:04,Your punishment must be more severe.
01:18:16:22,01:18:18:12,Torture?
01:18:18:20,01:18:19:22,Yes.
01:18:20:21,01:18:22:18,But not of your body.
01:18:26:10,01:18:27:21,Of your soul.
01:18:29:08,01:18:30:11,Where am I?
01:18:30:24,01:18:32:01,Home.
01:18:33:00,01:18:35:22,Where I learned the truth about despair.
01:18:36:22,01:18:38:06,As will you.
01:18:38:21,01:18:42:11,There is a reason why this prison is the worst hell on earth:
01:18:43:06,01:18:44:15,Hope.
01:18:44:19,01:18:47:22,Every man who has rotted here over the centuries...
01:18:48:02,01:18:51:13,...has looked up to the light and imagined climbing to freedom.
01:18:52:14,01:18:53:23,So easy.
01:18:54:21,01:18:56:03,So simple.
01:18:57:02,01:19:02:16,And like shipwrecked men turning to seawater from uncontrollable thirst...
01:19:04:18,01:19:06:17,...many have died trying.
01:19:07:14,01:19:11:07,I learned here there can be no true despair without hope.
01:19:13:04,01:19:15:20,So as I terrorize Gotham...
01:19:16:00,01:19:19:23,...I will feed its people hope to poison their souls.
01:19:20:09,01:19:22:22,I will let them believe that they can survive...
01:19:23:02,01:19:29:02,...so that you can watch them clambering over each other to stay in the sun.
01:19:31:21,01:19:35:01,You can watch me torture an entire city.
01:19:35:16,01:19:39:08,And then when you have truly understood the depth of your failure...
01:19:39:15,01:19:42:14,...we will fulfill Ra's Al Ghul's destiny.
01:19:46:06,01:19:48:04,We will destroy Gotham.
01:19:49:11,01:19:51:22,"And then, when it is done..."
01:19:52:09,01:19:53:24,...and Gotham is...
01:19:55:20,01:19:57:05,...ashes...
01:20:02:21,01:20:05:15,...then you have my permission to die.
01:20:07:08,01:20:09:00,
01:20:10:08,01:20:12:05,
01:20:18:12,01:20:19:19,
01:20:19:23,01:20:21:11,You're looking her up in here?
01:20:21:15,01:20:25:11,The Dent Act allows non-segregation based on extraordinary need.
01:20:25:15,01:20:28:17,"First time she broke out of women's correctional, she was 16."
01:20:28:21,01:20:30:01,"Little closer, baby."
01:20:30:05,01:20:32:07,"Why, honey? You wanna hold my hand?"
01:20:32:11,01:20:33:12,
01:20:33:16,01:20:35:09,She's gonna be fine.
01:20:36:06,01:20:39:10,I still don't see the need of a board meeting for the energy project.
01:20:39:14,01:20:41:04,Bruce got a lot of things right.
01:20:41:08,01:20:43:20,Keeping the board in the dark was not one of them.
01:20:46:10,01:20:47:21,How good of you to join us.
01:20:48:14,01:20:51:05,Chair. President.
01:20:51:09,01:20:55:02,All I need now is one more ordinary board member.
01:20:55:05,01:20:58:16,"Mr. Fox, would you like to nominate?"
01:20:58:19,01:21:00:02,No.
01:21:00:06,01:21:01:18,I will volunteer.
01:21:02:04,01:21:03:20,Where are you taking us?
01:21:06:01,01:21:07:24,
01:21:14:11,01:21:17:07,"You were right, commissioner. Will you excuse us, please?"
01:21:17:15,01:21:18:16,What happened?
01:21:18:20,01:21:20:23,Your masked man kidnapped the Wayne Enterprises board.
01:21:21:03,01:21:24:01,"He let most of them go, but he took three into the sewers."
01:21:24:05,01:21:26:13,No more patrols. No more hide and seek.
01:21:26:17,01:21:29:10,Get every available cop down there and smoke him out!
01:21:29:14,01:21:31:03,The mayor won't want panic.
01:21:31:07,01:21:33:11,So it's a training exercise.
01:21:35:21,01:21:38:08,I'm sorry I didn't take you seriously.
01:21:39:02,01:21:40:04,Not you.
01:21:40:07,01:21:42:17,You're telling me the Batman's gone...
01:21:42:21,01:21:47:14,...so you chase up the Daggett leads any way you can.
01:21:47:22,01:21:48:23,"Yes, sir."
01:21:55:02,01:21:57:14,
01:21:59:09,01:22:04:20,He asks how much you would pay us to let you die.
01:22:05:00,01:22:07:00,I told him. I told him you have nothing.
01:22:07:18,01:22:09:00,Do it for the pleasure.
01:22:09:12,01:22:12:11,They pay me more than that to keep you alive.
01:22:16:12,01:22:19:08,
01:22:20:06,01:22:22:03,He will try the climb.
01:22:22:15,01:22:24:21,
01:22:36:14,01:22:39:01,Has anyone ever made it?
01:22:39:23,01:22:41:10,Of course not.
01:22:42:08,01:22:43:17,
01:22:49:19,01:22:51:03,
01:22:51:22,01:22:54:07,He says there is one who did.
01:22:55:05,01:22:56:19,A child.
01:22:58:01,01:23:00:02,A child born in this hell.
01:23:01:00,01:23:02:15,Bane.
01:23:02:19,01:23:05:22,An old legend. Nothing more.
01:23:09:17,01:23:10:21,Don't.
01:23:11:01,01:23:15:10,"Whatever it is they want you to see, it's happening soon."
01:23:41:01,01:23:42:19,Fire in the hole!
01:23:46:13,01:23:48:09,
01:24:11:13,01:24:13:01,Turn it on.
01:24:16:18,01:24:21:15,I only need one other board member. There are eight others waiting.
01:24:21:18,01:24:23:06,I won't do it.
01:24:23:17,01:24:24:19,"All right, stop."
01:24:26:07,01:24:29:06,"Lucius, you'll kill this man, and yourself..."
01:24:29:10,01:24:31:05,...and you'll barely slow them down.
01:24:37:06,01:24:38:13,
01:24:52:07,01:24:54:07,
01:24:57:19,01:25:00:00,"Go on, then. Do your work."
01:25:03:00,01:25:05:03,Take them up to the surface.
01:25:05:07,01:25:07:04,People of their status...
01:25:07:08,01:25:12:15,...deserve to experience the next era of western civilization.
01:25:16:15,01:25:20:18,I've been to half of Daggett's cement plants and locations they poured underground.
01:25:20:22,01:25:23:07,Anything strange about the pourings?
01:25:23:20,01:25:27:06,"Honestly, commissioner, I don't know anything about civil engineering."
01:25:27:10,01:25:30:08,But you know about patterns. Keep looking.
01:25:35:18,01:25:36:21,It's done.
01:25:37:01,01:25:41:09,This is now a 4-megaton nuclear bomb.
01:25:42:15,01:25:45:09,Pull the core out of the reactor.
01:25:46:22,01:25:48:19,"No, you cannot."
01:25:49:03,01:25:52:20,This is the only power source capable of sustaining it.
01:25:53:06,01:25:57:02,"If you move it, the core will decay in a matter of months."
01:25:57:06,01:25:59:10,"Five, by my calculations."
01:25:59:14,01:26:01:06,And then it will go off!
01:26:03:01,01:26:07:00,"And for the sake of your children, Dr. Pavel..."
01:26:07:04,01:26:09:10,...indeed I hope it does.
01:26:10:02,01:26:12:18,Hey. Hey!
01:26:14:17,01:26:17:20,"That was you in front of the stock exchange, wasn't it?"
01:26:18:11,01:26:20:03,#NAME?
01:26:20:07,01:26:24:14,When cops were trying to pull onto Castle Street and your truck was shutting them out.
01:26:24:18,01:26:28:08,"- Oh, yeah. You're the cop. - Detective now."
01:26:28:11,01:26:32:12,"And, uh, as a detective, we're not allowed to believe in coincidence."
01:26:42:06,01:26:45:06,What were you doing here? What are you working on?
01:26:52:18,01:26:54:07,"Commissioner, it's Blake."
01:26:54:11,01:26:59:00,I got two dead witnesses and a lot of questions. Call me whenev...
01:26:59:10,01:27:02:18,Wait a minute. I'm looking at four barrels of polyisobutylene.
01:27:04:13,01:27:06:19,That looks like motor oil right next to it.
01:27:06:23,01:27:10:05,"Jesus, they're not making cement. They're making explosives."
01:27:17:22,01:27:20:16,- Patch me in to Foley - Foley's overseeing the operation.
01:27:20:20,01:27:22:04,They're heading into a trap!
01:27:23:10,01:27:26:01,We're seeing thousands of police heading into the sewers.
01:27:26:05,01:27:29:16,"- Mr. Mayor? Literally thousands. - It's a training exercise, that's all."
01:27:29:20,01:27:33:21,"Now if you'll excuse me, I've got tickets to watch our boys thrash Rapid City."
01:27:35:19,01:27:37:19,- Foley - It's a trap! Pull everyone out!
01:27:37:23,01:27:39:12,Bane has been pouring concrete...
01:27:39:16,01:27:41:15,...laced with explosives! - Where?
01:27:43:21,01:27:51:09,"Oh, say, can you see By the dawn's early light"
01:27:52:06,01:27:57:23,What so proudly we hailed At the twilight's...
01:27:58:07,01:28:02:01,There's a ring around the tunnels! They'll blow it and trap the cops underground!
01:28:03:03,01:28:05:23,Pull them out. Pull them out now!
01:28:06:03,01:28:10:05,Through the perilous fight
01:28:10:17,01:28:14:12,O'er the ramparts we watched
01:28:15:01,01:28:19:02,Were so gallantly streaming
01:28:19:13,01:28:23:07,And the rockets' red glare
01:28:23:23,01:28:27:17,The bombs bursting in air
01:28:28:06,01:28:29:23,Gave proof through...
01:28:30:04,01:28:32:08,"That's a lovely, lovely voice."
01:28:32:12,01:28:36:15,...that our ﬂag was still there
01:28:37:10,01:28:45:10,"Oh, say does that star-spangled banner Yet wave"
01:28:47:16,01:28:52:17,O'er the land of the free
01:28:53:15,01:28:59:17,And the home of the brave
01:29:05:13,01:29:07:20,
01:29:09:12,01:29:10:17,
01:29:13:03,01:29:14:22,Let the games begin.
01:29:18:11,01:29:20:17,
01:29:32:13,01:29:34:08,
01:29:44:19,01:29:46:18,
01:30:31:09,01:30:33:07,Everybody okay?
01:30:34:03,01:30:35:24,"- Let's move! Move, move!< - Go, go!"
01:30:49:24,01:30:51:12,Gotham...
01:30:53:07,01:30:55:11,...take control.
01:30:56:05,01:30:59:15,Take control of your city.
01:31:04:20,01:31:06:17,#NAME?
01:31:06:21,01:31:08:19,Every cop in the city's in those tunnels.
01:31:09:21,01:31:11:06,Not every cop.
01:31:13:08,01:31:15:12,
01:31:25:08,01:31:28:10,"Sir, are you okay? I'm a police officer. I need your car right now."
01:31:33:14,01:31:35:07,
01:32:08:04,01:32:09:23,
01:32:19:13,01:32:21:13,"Clear the corners, rookie."
01:32:22:16,01:32:23:22,"Get my coat, son."
01:32:24:02,01:32:25:20,This...
01:32:26:19,01:32:29:19,This is the instrument of your liberation.
01:32:32:11,01:32:35:07,Satellite shows a radiation spike.
01:32:36:03,01:32:38:10,"Whatever it is, it's nuclear."
01:32:42:21,01:32:46:03,Identify yourself to the world.
01:32:47:11,01:32:51:22,"Dr. Leonid Pavel, nuclear physicist."
01:32:52:07,01:32:54:15,Pavel was confirmed dead.
01:32:54:19,01:32:58:08,"Plane crash on an agency pull out of Uzbekistan, but..."
01:32:59:08,01:33:00:11,It looks like it's him.
01:33:00:18,01:33:03:24,And what...? What is this?
01:33:04:04,01:33:08:01,It's a fully primed neutron bomb...
01:33:08:05,01:33:10:14,...with a blast radius of six miles.
01:33:11:10,01:33:14:19,And who is capable of disarming such a device?
01:33:16:21,01:33:18:04,Only me.
01:33:18:22,01:33:20:13,Only you.
01:33:21:13,01:33:23:20,"Thank you, good doctor!"
01:33:24:08,01:33:26:02,
01:33:26:10,01:33:29:18,"Now, this bomb is armed!"
01:33:29:21,01:33:32:12,And this bomb is mobile!
01:33:32:16,01:33:37:05,And the identity of the triggerman is a mystery.
01:33:37:18,01:33:42:14,For one of you holds the detonator!
01:33:43:00,01:33:46:09,"Now, we come here not as conquerors..."
01:33:46:13,01:33:52:04,"...but as liberators, to return control of this city to the people."
01:33:53:08,01:33:58:02,And at the first sign of interference from the outside world...
01:33:58:19,01:34:02:14,...or from those people attempting to flee...
01:34:04:12,01:34:07:03,...this anonymous Gothamite...
01:34:07:07,01:34:12:04,"...this unsung hero, will trigger the bomb."
01:34:14:14,01:34:16:23,"For now, martial law is in effect."
01:34:17:16,01:34:22:11,"Return to your homes, hold your families close..."
01:34:23:18,01:34:25:04,...and wait.
01:34:26:07,01:34:29:08,"Tomorrow, you claim what is rightfully yours."
01:34:35:15,01:34:37:06,Pull back the fighters.
01:34:38:02,01:34:40:17,Start high-level reconnaissance flights.
01:34:41:16,01:34:43:11,Get the president on the line.
01:35:03:23,01:35:08:14,Tanks and planes cannot stop us from detonating our device.
01:35:09:01,01:35:14:08,Send an emissary to discuss terms of access for supplies and communication.
01:35:19:05,01:35:21:08,"How many of you are there, son?"
01:35:22:23,01:35:26:18,You don't have enough men to stop 12 million people from leaving this island.
01:35:27:13,01:35:29:23,"No. No, we don't."
01:35:30:03,01:35:31:04,But you do.
01:35:31:09,01:35:32:18,
01:35:32:22,01:35:36:04,"Now, why the hell would I try to help you keep your hostages?"
01:35:36:08,01:35:39:08,If one person crosses this bridge...
01:35:39:12,01:35:41:07,...Gotham gets blown to hell.
01:35:47:05,01:35:50:00,The people of our greatest city are resilient.
01:35:51:02,01:35:54:15,"They have proven this before, and they will prove it again."
01:35:56:14,01:35:59:14,We do not negotiate with terrorists...
01:36:00:11,01:36:02:08,...but we do recognize realities.
01:36:03:10,01:36:05:13,As this situation develops...
01:36:06:01,01:36:09:05,...one thing must be understood above all others.
01:36:11:09,01:36:14:07,"People of Gotham, we have not abandoned you."
01:36:14:11,01:36:15:19,What does that mean?
01:36:16:10,01:36:18:17,It means we're on our own.
01:36:19:05,01:36:20:22,I have to get in front of a camera.
01:36:21:09,01:36:23:15,They will kill you the second you show your face.
01:36:24:09,01:36:28:06,Bane says he's giving Gotham back to the people. They need to know I could lead.
01:36:28:10,01:36:30:00,Bane's not gonna let that happen.
01:36:30:04,01:36:31:17,Then he'll show his true colors.
01:36:31:21,01:36:33:12,And you'll be dead.
01:36:52:04,01:36:57:06,Behind you stands a symbol of oppression.
01:36:57:21,01:36:59:08,Blackgate Prison...
01:36:59:12,01:37:03:02,...where a thousand men have languished...
01:37:03:06,01:37:06:18,...under the name of this man:
01:37:06:22,01:37:09:00,Harvey Dent.
01:37:09:18,01:37:12:08,Who has been held up to you...
01:37:12:12,01:37:17:00,...as the shining example of justice!
01:37:17:04,01:37:20:04,We're just gonna keep moving you till we can get you in front of the camera.
01:37:20:08,01:37:24:08,You have been supplied with a false idol to stop you...
01:37:24:11,01:37:26:22,...tearing down this corrupt city!
01:37:27:02,01:37:28:17,Yes! Yes! Yes!
01:37:28:21,01:37:32:12,Let me tell you the truth about Harvey Dent.
01:37:32:16,01:37:37:12,From the words of Gotham's police commissioner...
01:37:37:16,01:37:40:01,...James Gordon:
01:37:40:15,01:37:43:23,"""The Batman didn't murder Harvey Dent."
01:37:44:03,01:37:46:01,He saved my boy...
01:37:46:06,01:37:50:16,...then took the blame for Harvey's appalling crimes...
01:37:50:20,01:37:53:11,"...so that I could, to my shame..."
01:37:53:15,01:37:57:06,...build a lie around this...
01:37:57:10,01:38:00:04,...fallen idol.
01:38:02:10,01:38:07:09,I praised the madman who tried to murder my own child.
01:38:07:14,01:38:11:08,"Well, I can no longer live with my lie."
01:38:11:12,01:38:15:06,It is time to trust the people of Gotham with the truth...
01:38:15:10,01:38:19:12,"...and it is time for me to resign."""
01:38:20:11,01:38:23:19,And do you accept this man's resignation?
01:38:23:23,01:38:25:08,
01:38:25:14,01:38:29:19,And do you accept the resignation of all of these liars?
01:38:29:23,01:38:31:15,Of all the corrupt?
01:38:35:10,01:38:37:16,Those men locked up for eight years in Blackgate...
01:38:37:20,01:38:42:02,"...and denied parole under the Dent Act, it was based on a lie."
01:38:43:03,01:38:44:18,Gotham needed a hero.
01:38:44:22,01:38:49:04,"Well, it needs it now more than ever, but you betrayed everything you stood for."
01:38:51:02,01:38:56:18,There's a point far out there when the structures fail you...
01:38:56:22,01:38:59:19,...when the rules aren't weapons any more...
01:39:00:12,01:39:03:23,"...they're shackles, letting the bad guy get ahead."
01:39:05:15,01:39:09:01,"One day, you may face..."
01:39:09:05,01:39:10:21,...such a moment of crisis.
01:39:11:01,01:39:14:08,"And in that moment, I hope you have a friend like I did..."
01:39:15:00,01:39:20:04,"...to plunge their hands into the filth, so that you can keep yours clean!"
01:39:21:17,01:39:24:09,"Your hands look plenty filthy to me, commissioner."
01:39:26:00,01:39:29:12,We take Gotham from the corrupt!
01:39:31:20,01:39:32:22,The rich!
01:39:33:20,01:39:35:19,The oppressors of generations...
01:39:35:23,01:39:40:03,...who have kept you down with myths of opportunity.
01:39:40:07,01:39:43:08,And we give it back to you...
01:39:43:23,01:39:46:04,...the people.
01:39:47:06,01:39:49:04,Gotham is yours!
01:39:49:15,01:39:52:23,None shall interfere. Do as you please.
01:39:55:05,01:39:58:17,But start by storming Blackgate and freeing the oppressed!
01:39:58:21,01:40:00:14,Open it!
01:40:08:12,01:40:11:14,"Step forward, those who would serve..."
01:40:13:04,01:40:14:22,...for an army will be raised.
01:40:19:04,01:40:23:18,The powerful will be ripped from their decadent nests...
01:40:28:11,01:40:33:23,...and cast out into the cold world that we know and endure!
01:40:38:13,01:40:40:15,Courts will be convened.
01:40:48:07,01:40:50:15,Spoils will be enjoyed.
01:40:55:10,01:40:57:01,Blood will be shed!
01:41:00:09,01:41:03:01,The police will survive...
01:41:03:05,01:41:07:15,...as they learn to serve true justice.
01:41:08:18,01:41:11:06,This great city...
01:41:13:10,01:41:14:22,...it will endure.
01:41:17:15,01:41:21:09,Gotham will survive!
01:41:24:21,01:41:27:14,
01:41:35:14,01:41:36:18,
01:41:39:12,01:41:43:01,
01:41:43:05,01:41:45:15,He says you must first fix your back.
01:41:45:21,01:41:46:24,How does he know?
01:41:47:04,01:41:48:14,He was the prison doctor.
01:41:48:18,01:41:52:15,He's a morphine addict who incurred the displeasure...
01:41:52:19,01:41:56:17,"...of powerful people, including your masked friend."
01:41:57:15,01:41:59:03,How?
01:42:00:09,01:42:04:16,"Many years ago, it was a time of plague."
01:42:06:06,01:42:09:09,Some of the other prisoners attacked Bane.
01:42:11:09,01:42:15:02,The doctor's fumbling attempts to repair the damage...
01:42:15:20,01:42:17:12,...left him in perpetual agony.
01:42:17:15,01:42:20:20,The mask holds the pain at bay.
01:42:20:24,01:42:24:08,Bane was the child you spoke of?
01:42:24:12,01:42:25:19,He was born here?
01:42:26:18,01:42:31:05,The legend is that there was a mercenary who worked for a local warlord.
01:42:31:23,01:42:34:07,He fell in love with the warlord's daughter.
01:42:34:19,01:42:36:09,They were married in secret.
01:42:36:13,01:42:38:13,When the warlord found out...
01:42:39:01,01:42:42:21,...the mercenary was condemned to this pit.
01:42:43:11,01:42:45:17,But then he exiled him instead.
01:42:45:21,01:42:49:22,The mercenary understood that it was the daughter who had secured his release.
01:42:50:02,01:42:54:23,But what he could not know was the true price of his freedom.
01:42:56:00,01:42:57:20,She took his place in the pit.
01:43:00:23,01:43:02:12,And she was with child...
01:43:02:16,01:43:04:14,...the mercenary's child.
01:43:07:04,01:43:10:09,Innocence cannot flower underground. It has to be stamped out.
01:43:12:24,01:43:18:23,"One day, the doctor forgot to lock the cell."
01:43:25:17,01:43:28:01,But the child had a friend...
01:43:28:12,01:43:33:24,...a protector who showed the others that this innocence was their redemption.
01:43:34:03,01:43:35:21,It was to be prized.
01:43:36:00,01:43:37:18,The mother was not so lucky.
01:43:38:08,01:43:40:02,
01:43:40:22,01:43:44:15,This is Bane's prison now. He wouldn't want this story told.
01:43:47:04,01:43:49:05,
01:43:55:24,01:43:59:17,There's a vertebra protruding from your back.
01:44:00:02,01:44:02:04,It has to be put back.
01:44:02:23,01:44:04:22,
01:44:07:04,01:44:09:23,Stay like this until you stand.
01:44:17:06,01:44:22:22,"Tsk, tsk, tsk. Did you not think I would return, Bruce? Hmm?"
01:44:23:14,01:44:25:05,
01:44:28:14,01:44:30:05,I told you I was immortal.
01:44:32:18,01:44:34:21,I watched... I watched you die.
01:44:35:01,01:44:38:00,"Oh, there are many forms of immortality."
01:44:39:22,01:44:41:09,"Once, I had a wife..."
01:44:42:22,01:44:44:15,...my great love.
01:44:46:00,01:44:49:09,#NAME?
01:44:53:10,01:44:55:09,Bane is your child.
01:44:57:00,01:44:58:01,Your heir.
01:44:58:05,01:45:00:23,An heir to ensure the League of Shadows fulfills its duty...
01:45:01:03,01:45:03:18,...to restore balance to civilization.
01:45:03:22,01:45:04:24,No.
01:45:05:04,01:45:08:14,You yourself fought the decadence of Gotham for years...
01:45:08:18,01:45:10:16,...with all your strength...
01:45:11:01,01:45:15:06,"...all your resources, all your moral authority."
01:45:15:24,01:45:18:24,And the only victory you could achieve was a lie.
01:45:19:15,01:45:22:12,Now you understand. Gotham is beyond saving.
01:45:22:16,01:45:23:19,No.
01:45:23:23,01:45:26:02,- And must be allowed to die. - No!
01:45:33:00,01:45:35:00,"Yeah, just lift your head."
01:45:35:10,01:45:36:20,"Oh, that's good."
01:45:42:16,01:45:43:18,"No, no!"
01:46:19:02,01:46:21:11,- What's that? - This was someone's home.
01:46:21:14,01:46:23:12,And now it's everyone's home.
01:46:25:07,01:46:28:09,"There's a storm coming, remember? This is what you wanted."
01:46:52:18,01:46:54:23,
01:46:57:11,01:47:00:06,"It's for the bus, in case there's a chance to evacuate."
01:47:00:10,01:47:01:23,Any news? Is the commissioner...?
01:47:02:03,01:47:05:12,"The less you know, Father. How are the boys doing?"
01:47:05:15,01:47:08:11,"Well, we've had more power on so they've got some TV."
01:47:08:14,01:47:09:23,It's good to see you.
01:47:10:16,01:47:14:17,"Blake, you be careful out there. They're hunting down cops like dogs."
01:47:20:10,01:47:21:17,Why build yourself?
01:47:24:01,01:47:29:00,"- I'm not meant to die in here. - Here, there. What's the difference?"
01:47:36:05,01:47:38:14,
01:48:13:22,01:48:15:15,
01:48:30:17,01:48:34:02,I told you it could not be done.
01:48:34:06,01:48:35:21,You told me a child did it.
01:48:36:01,01:48:37:02,
01:48:37:06,01:48:39:13,But no ordinary child.
01:48:39:17,01:48:42:12,A child born in hell.
01:48:46:20,01:48:48:07,Forged from suffering.
01:48:50:10,01:48:52:17,Hardened by pain.
01:48:54:06,01:48:56:21,Not a man from privilege.
01:49:15:23,01:49:17:22,"We got boots on the ground, sir."
01:49:18:17,01:49:19:19,Just waiting on intel.
01:49:25:12,01:49:26:13,You have ID?
01:49:27:06,01:49:28:07,Of course not.
01:49:28:11,01:49:31:00,"- Well, how can we trust you? - We don't have any choice."
01:49:31:21,01:49:34:05,"Commissioner Gordon. Captain Jones, Special Forces."
01:49:34:09,01:49:35:22,Captain. Glad to have you here.
01:49:36:02,01:49:38:18,"It's our job, sir. Now, uh, how many of you are there?"
01:49:38:22,01:49:41:20,"Well, there's dozens. I'd rather not say exactly."
01:49:42:00,01:49:45:06,But the men trapped underground number almost 3000.
01:49:45:10,01:49:47:08,#NAME?
01:49:47:12,01:49:49:19,#NAME?
01:49:49:23,01:49:52:08,Take out the mercenaries south of Ackerman Park.
01:49:52:11,01:49:55:05,"Blow the rubble, make a hole big enough for 10 at a time."
01:49:55:08,01:49:58:14,I'm in contact with my partner who's down there. They're just waiting.
01:49:58:18,01:50:02:24,- Men who haven't seen daylight in months? - Officers who haven't seen daylight in months.
01:50:03:04,01:50:05:20,What about the bomb? Satellite can't pick up radiation hot spots.
01:50:06:09,01:50:09:18,They keep it on a truck. It must have a lead-lined roof.
01:50:09:22,01:50:12:14,#NAME?
01:50:12:18,01:50:16:02,"Well, it's one of three. We've been tracking it."
01:50:16:11,01:50:17:12,Decoy.
01:50:19:01,01:50:22:11,- You don't really think he's coming back? - Doesn't matter what I think.
01:50:22:15,01:50:26:12,"Actually, it does. You should put your faith in something a little more real."
01:50:26:16,01:50:29:21,- The routes don't vary much - Okay. What about the triggerman?
