Start Time,End Time,Subtitle
00:34:58:09,00:35:01:10,Any 12-year-old with a cell phone could find out what you did.
00:35:01:14,00:35:05:10,Everything we do is collated and quantified. Everything sticks.
00:35:05:23,00:35:07:24,Is that how you justify stealing?
00:35:08:04,00:35:10:18,I take what I need from those who have more than enough.
00:35:10:22,00:35:13:05,I don't stand on the shoulders of people with less.
00:35:13:09,00:35:14:10,Robin Hood?
00:35:14:14,00:35:18:17,I think I'd do more to help someone than most of the people in this room. Than you.
00:35:19:16,00:35:21:18,You think maybe you're assuming a little too much?
00:35:21:22,00:35:25:23,Maybe you're being unrealistic about what's really in your pants other than your wallet.
00:35:26:03,00:35:27:04,Ouch.
00:35:27:16,00:35:32:18,"You think all this can last? There's a storm coming, Mr. Wayne."
00:35:33:09,00:35:37:14,"You and your friends better batten down the hatches, because when it hits..."
00:35:37:18,00:35:41:15,...you're all gonna wonder how you ever thought you could live so large...
00:35:41:19,00:35:44:22,...and leave so little for the rest of us.
00:35:48:05,00:35:50:17,You sound like you're looking forward to it.
00:35:52:03,00:35:53:17,I'm adaptable.
00:35:53:21,00:35:57:03,Those pearls do look better on you than they did in my safe.
00:35:57:21,00:36:00:02,But I still can't let you keep them.
00:36:07:18,00:36:09:22,You... You scared her off!
00:36:12:20,00:36:14:09,Not likely.
00:36:16:12,00:36:17:21,Must have lost my ticket.
00:36:18:01,00:36:20:19,#NAME?
00:36:28:20,00:36:30:07,"Just you, sir?"
00:36:33:09,00:36:35:09,"Don't worry, Master Wayne."
00:36:36:03,00:36:39:04,Takes a little time to get back in the swing of things.
00:36:41:08,00:36:44:14,"Bruce Wayne, as I live and breathe."
00:36:46:09,00:36:48:18,"What brings you out of cryo-sleep, Mr. Wayne?"
00:36:48:22,00:36:50:16,You haven't lost your sense of humor.
00:36:50:20,00:36:53:08,Even if you have lost most of my money.
00:36:53:12,00:36:55:00,"Actually, you did that."
00:36:55:04,00:36:57:21,If you funnel your entire R and D budget...
00:36:58:01,00:37:00:23,...into a fusion project that you then mothball...
00:37:01:03,00:37:03:12,...your company is unlikely to thrive.
00:37:03:15,00:37:04:16,What are my options?
00:37:04:20,00:37:07:05,"Well, if you're unwilling to turn on the machine..."
00:37:08:02,00:37:09:23,"I can't. I can't, Lucius."
00:37:10:12,00:37:12:02,"Well, then sit tight."
00:37:12:06,00:37:13:23,Your majority keeps Daggett at bay...
00:37:14:03,00:37:18:03,...while we figure out a future for the energy program with Miranda Tate.
00:37:18:07,00:37:20:22,She has supported the project all the way.
00:37:21:08,00:37:24:12,She's smart. And quite lovely.
00:37:25:12,00:37:28:13,"We all just want what's best for you, Bruce."
00:37:29:07,00:37:31:01,Show her the machine.
00:37:31:23,00:37:33:06,I'll think it over.
00:37:33:10,00:37:34:18,Anything else?
00:37:34:22,00:37:37:04,Nope. Why?
00:37:37:08,00:37:41:09,These conversations used to end with an unusual request.
00:37:42:03,00:37:43:13,I retired.
00:37:43:20,00:37:47:23,"Mm-hm. Well, let me show you some stuff anyway."
00:37:52:01,00:37:53:14,Just for old times' sake.
00:37:58:01,00:38:00:02,I figured you'd have shut this place down.
00:38:00:06,00:38:02:22,"Oh, it was always shut down, officially."
00:38:03:02,00:38:04:04,All this new stuff.
00:38:04:08,00:38:08:23,"After your father died, Wayne Enterprises set up 14 different defense subsidiaries."
00:38:09:03,00:38:11:19,"For years, I've been shuttering and consolidating..."
00:38:11:23,00:38:14:08,...all the different prototypes under one roof.
00:38:14:12,00:38:16:05,#NAME?
00:38:16:12,00:38:19:04,Keep them from falling into the wrong hands.
00:38:22:00,00:38:24:10,"Oh, now you're just showing off."
00:38:25:14,00:38:30:05,Defense Department projects for tight geometry urban pacification.
00:38:30:17,00:38:35:08,Rotors are configured to maneuver between buildings without recirculation.
00:38:35:19,00:38:37:07,What's it called?
00:38:37:22,00:38:42:03,"Oh, it has a long, uninteresting Wayne Enterprises designation."
00:38:42:07,00:38:45:16,I just took to calling it the Bat.
00:38:46:14,00:38:49:05,"And, yes, Mr. Wayne, it does come in black."
00:38:50:24,00:38:53:23,"Works fine, except for the autopilot."
00:38:54:10,00:38:56:08,Takes a better mind than mine to fix it.
00:38:56:12,00:38:57:21,Better mind?
00:38:58:15,00:39:01:10,"Well, I was trying to be modest."
00:39:01:19,00:39:03:17,A less busy mind.
00:39:04:03,00:39:05:10,Yours.
00:39:06:21,00:39:08:13,
00:39:12:23,00:39:16:11,"- Is it really painful? - You're very welcome to try it, Alfred."
00:39:16:14,00:39:18:08,"Happy watching. Thank you, sir."
00:39:21:11,00:39:22:21,Not bad.
00:39:27:22,00:39:29:08,Not bad at all.
00:39:32:19,00:39:35:22,If you're seriously considering going back out there...
00:39:36:02,00:39:38:05,...you should hear the rumors surrounding Bane.
00:39:38:09,00:39:39:10,I'm all ears.
00:39:40:18,00:39:44:10,There is a prison in a more ancient part of the world.
00:39:44:22,00:39:49:19,A pit where men are thrown to suffer and die.
00:39:50:00,00:39:53:18,But sometimes a man rises from the darkness.
00:39:53:23,00:39:58:03,Sometimes the pit sends something back.
00:39:58:06,00:40:00:10,#NAME?
00:40:00:17,00:40:03:18,Born and raised in hell on earth.
00:40:03:22,00:40:07:20,#NAME?
00:40:07:24,00:40:10:14,But they do know that once he did...
00:40:10:18,00:40:14:22,"...he was trained by Ra's Al Ghul, your mentor."
00:40:15:02,00:40:17:02,Bane was a member of the League of Shadows?
00:40:17:06,00:40:19:10,And then he was excommunicated.
00:40:19:21,00:40:25:14,And any man who is too extreme for Ra's Al Ghul is not to be trifled with.
00:40:25:18,00:40:29:00,I didn't realize I was known for trifling with criminals.
00:40:29:15,00:40:30:22,That was then.
00:40:31:09,00:40:34:04,And you can strap up your leg and put your mask back on...
00:40:34:08,00:40:36:23,...but that doesn't make you what you were.
00:40:37:02,00:40:41:18,"If this man is everything that you say he is, then the city needs me."
00:40:41:22,00:40:44:21,The city needs Bruce Wayne.
00:40:45:06,00:40:47:04,Your resources. Your knowledge.
00:40:47:08,00:40:50:10,"It doesn't need your body, or your life."
00:40:51:05,00:40:52:09,That time's past.
00:40:52:13,00:40:55:22,"You're afraid that if I go back out there, I'll fail."
00:40:56:02,00:40:57:08,No.
00:40:58:23,00:41:01:19,I'm afraid that you want to.
00:41:12:11,00:41:14:18,
00:41:14:22,00:41:16:04,
00:41:16:07,00:41:19:12,You can't short the stock because Bruce Wayne goes to a party.
00:41:19:16,00:41:23:12,Wayne coming back is change. Change is either good or bad. I vote bad.
00:41:23:16,00:41:24:23,On what basis?
00:41:25:03,00:41:26:16,I flipped a coin.
00:41:32:19,00:41:34:17,"It says rye... I said no rye, man."
00:41:37:07,00:41:40:02,"Hey, rookie, lose the helmet. We need faces for camera."
00:41:40:06,00:41:41:07,
00:41:42:19,00:41:44:10,
00:41:46:03,00:41:48:01,Come on. Let's go scalping.
00:42:03:11,00:42:04:13,Come on.
00:42:21:16,00:42:23:12,
00:42:29:14,00:42:31:11,"Everybody down, now!"
00:42:49:19,00:42:52:12,This is a stock exchange. There's no money you can steal.
00:42:52:16,00:42:56:01,Really? Then why are you people here?
00:43:12:12,00:43:15:06,"Everybody, stay back! Go down to the end of the block!"
00:43:15:10,00:43:17:09,We have an emergency situation!
00:43:20:16,00:43:22:07,You gotta get in there!
00:43:22:10,00:43:24:01,This is a hostage situation.
00:43:24:04,00:43:27:15,"No, this is a robbery. They have direct access to the online trading desk."
00:43:27:19,00:43:29:14,I'm not risking my men for your money.
00:43:33:20,00:43:36:04,We have to ask you to move. We have a situation.
00:43:36:08,00:43:38:09,"It's not our money, it's everybody's."
00:43:38:13,00:43:40:15,Really? Mine's in my mattress.
00:43:40:19,00:43:45:07,"You don't put these guys down, that stuffing in your mattress might be worth a whole lot less."
00:43:45:11,00:43:47:17,Cut the fiber cable and take out that cell tower.
00:43:47:21,00:43:50:09,- Thank you - That'll slow them down.
00:43:51:01,00:43:52:02,Move back!
00:43:52:06,00:43:54:22,"All the way! Go! Sir, get back, please!"
00:43:56:10,00:43:58:00,They cut the fiber.
00:43:59:04,00:44:00:06,Cell's working.
00:44:00:10,00:44:01:19,For now.
00:44:07:10,00:44:11:03,Get all these barriers up. All of them up. No one gets in or out of any of these streets.
00:44:11:07,00:44:12:22,Where am I supposed to move it?
00:44:13:02,00:44:14:09,Back it up.
00:44:18:23,00:44:21:04,"All right, just stay in your vehicle, okay?"
00:44:27:17,00:44:30:03,How much longer does the program need?
00:44:31:17,00:44:32:21,Eight minutes.
00:44:34:11,00:44:35:17,Time to go mobile.
00:44:35:21,00:44:37:05,"Everybody, up!"
00:44:37:09,00:44:38:13,
00:44:41:11,00:44:42:20,"You two, move!"
00:44:45:16,00:44:46:24,Thank you.
00:44:47:22,00:44:49:10,Steady.
00:44:58:03,00:44:59:12,Steady.
00:45:07:10,00:45:08:11,I've got something.
00:45:09:14,00:45:12:02,"Hold your fire, they've got hostages."
00:45:12:06,00:45:13:12,Hold your fire!
00:45:16:09,00:45:17:10,
00:45:18:04,00:45:19:10,
00:45:23:11,00:45:24:23,"Go, go!"
00:45:34:17,00:45:36:09,Please! Just let me go!
00:45:36:17,00:45:39:08,"Hey, please! Hey!"
00:45:42:08,00:45:43:18,Shoot the tires.
00:45:43:22,00:45:45:09,There's no shot.
00:45:46:19,00:45:49:22,"Now back off. Back off, they've got hostages."
00:45:50:02,00:45:52:20,... P.D. are pursuing the four suspects through downtown...
00:45:53:00,00:45:55:01,...in response to a hostage situation.
00:46:01:13,00:46:03:05,What's going on with the lights?
00:46:04:03,00:46:06:06,
00:46:10:03,00:46:11:15,It can't be.
00:46:12:01,00:46:13:04,What the hell was that?
00:46:13:07,00:46:16:04,"Oh, boy, you are in for a show tonight, son."
00:46:21:16,00:46:23:16,"Please! Help, help, help!"
00:46:31:08,00:46:32:22,
00:46:37:17,00:46:39:01,
00:46:41:12,00:46:42:13,Sorry.
00:46:43:04,00:46:46:11,Put that thing away before you hurt yourself. Get in!
00:46:46:15,00:46:49:18,"Let's go. You, get in the car. They've spotted the Batman."
00:47:01:02,00:47:04:05,"Call everyone in. Every car patrol, beat cop, off-duty too."
00:47:04:09,00:47:07:02,Pull them in now. I'm gonna do what Jim Gordon never could.
00:47:07:06,00:47:10:11,- What's that? - I'm gonna take down the Batman.
00:47:10:15,00:47:13:16,... are confirming four suspects are carrying two hostages...
00:47:13:20,00:47:15:21,...kidnapped from the Gotham Stock Exchange.
00:47:16:01,00:47:19:08,#NAME?
00:47:19:12,00:47:21:22,#NAME?
00:47:22:02,00:47:24:18,"Hard to believe, but the suspects are now being pursued..."
00:47:24:22,00:47:26:21,...by what appears to be the Batman.
00:47:27:01,00:47:28:03,"Well, what do you know?"
00:47:33:07,00:47:35:07,"Sir, what about the armed robbers?"
00:47:37:16,00:47:40:16,Please! Just let me go! Please!
00:47:50:08,00:47:53:19,One bike's pulled off. No hostage. Should we pursue?
00:47:58:08,00:47:59:21,Negative. Stay on the Batman.
00:48:02:19,00:48:04:14,- He's getting away. - Who do you wanna catch?
00:48:04:18,00:48:07:07,"Some robber, or the son of a bitch who killed Harvey Dent?"
00:48:11:12,00:48:14:00,...The entire upper west hill...
00:48:14:04,00:48:16:06,Central Heights and East Park Side areas.
00:48:16:15,00:48:19:08,"Eight years, and he has to pick tonight."
00:48:19:16,00:48:21:18,He's drawing the cops off Bane.
00:48:30:14,00:48:32:13,Please! Just let me go!
00:48:33:01,00:48:34:02,Please!
00:48:48:18,00:48:50:07,
00:48:56:03,00:48:57:15,
00:49:06:16,00:49:09:02,
00:49:52:09,00:49:53:18,We lost him.
00:49:53:24,00:49:55:16,How could you lose him?
00:49:55:20,00:49:57:10,He's got a lot of firepower.
00:49:57:14,00:49:58:16,"What, and you don't?"
00:50:03:11,00:50:05:05,He's heading back downtown.
00:50:05:09,00:50:07:10,Then he's as dumb as he dresses.
00:50:08:01,00:50:09:15,"Close it off, gentlemen."
00:50:38:10,00:50:40:04,
00:50:41:23,00:50:44:11,"Like a rat in a trap, gentlemen."
00:50:49:15,00:50:52:18,"You might have the wrong animal there, sir."
00:51:03:15,00:51:05:08,You sure it was him?
00:51:12:04,00:51:15:14,"Bane says the Batman interfered, but the task was accomplished."
00:51:15:18,00:51:17:09,What about the men they arrested?
00:51:17:13,00:51:21:15,"He said, and I quote, ""They would die before talking."""
00:51:22:20,00:51:25:03,Where does he find these guys?
00:51:26:17,00:51:28:11,Open the champagne.
00:51:30:12,00:51:33:00,And can we get some girls in here?
00:51:33:04,00:51:34:14,Careful what you wish for.
00:51:45:14,00:51:46:23,Cat got your tongue?
00:51:47:02,00:51:48:08,You dumb bitch.
00:51:48:12,00:51:50:14,Nobody ever accused me of being dumb.
00:51:50:18,00:51:53:16,You're dumb for coming here tonight.
00:51:53:20,00:51:54:21,
00:51:55:02,00:51:56:18,I want what you owe me.
00:51:57:09,00:51:58:10,
00:51:58:14,00:52:00:12,Want doesn't get.
00:52:00:24,00:52:05:01,Nice outfit. Those heels make it tough to walk?
00:52:05:05,00:52:06:10,- I don't know. - Aah!
00:52:07:01,00:52:08:10,Do they?
00:52:09:18,00:52:11:08,- So where is it? - Where's what?
00:52:11:13,00:52:13:21,"The program. The ""clean slate."""
00:52:14:03,00:52:17:08,The ultimate tool for a master thief with a record.
00:52:18:02,00:52:19:15,Hold it right there!
00:52:22:17,00:52:24:14,
00:52:33:04,00:52:34:05,Where is it?
00:52:34:18,00:52:36:08,The clean slate?
00:52:36:12,00:52:39:03,"Where you type in someone's name, date of birth..."
00:52:39:07,00:52:43:11,...in a few minutes they're gone from every database on earth?
00:52:43:24,00:52:46:19,- Sound a little too good to be true? - You're lying!
00:52:46:23,00:52:49:13,Rykin Data took it to prototype stage.
00:52:49:17,00:52:51:16,That's why I bought them.
00:52:52:14,00:52:54:11,But they had nothing.
00:52:54:21,00:52:56:14,It was a gangland myth.
00:53:07:22,00:53:09:03,Stay back!
00:53:12:12,00:53:14:03,I'm not bluffing!
00:53:15:01,00:53:16:10,They know.
00:53:16:20,00:53:18:06,They just don't care.
00:53:35:14,00:53:36:21,You've gotta be kidding me.
00:53:37:01,00:53:39:14,- No guns. No killing. - Where's the fun in that?
00:53:58:18,00:54:01:13,My mother warned me about getting into cars with strange men.
00:54:01:17,00:54:02:18,This isn't a car.
00:54:52:21,00:54:54:11,See you around.
00:54:55:11,00:54:56:14,You're welcome.
00:54:56:23,00:54:58:08,I had it under control.
00:54:58:12,00:54:59:20,Those weren't street thugs.
00:55:00:00,00:55:02:02,They were trained killers.
00:55:02:06,00:55:03:22,I saved your life.
00:55:04:03,00:55:08:21,"In return, I need to know what you did with Bruce Wayne's fingerprints."
00:55:09:01,00:55:11:15,Wayne wasn't kidding about a powerful friend.
00:55:12:18,00:55:14:15,I sold his prints to Daggett...
00:55:16:15,00:55:19:02,...for something that doesn't even exist.
00:55:19:09,00:55:23:02,"- I doubt many people get the better of you. - Hey, when a girl's desperate..."
00:55:23:06,00:55:25:14,- What's he gonna do with them? - I don't know...
00:55:25:18,00:55:29:03,...but Daggett seemed pretty interested in that mess at the stock market.
00:55:29:07,00:55:31:05,
00:55:34:09,00:55:35:20,Miss Kyle?
00:55:38:18,00:55:40:23,So that's what that feels like.
00:56:00:07,00:56:04:20,I see from the television coverage that you got your taste for wanton destruction back.
00:56:04:24,00:56:06:23,I retrieved this.
00:56:07:03,00:56:09:14,"Aren't the police supposed to be investigating, then?"
00:56:09:18,00:56:13:04,- They don't have the tools to analyze it. - They would if you gave them to them.
00:56:13:08,00:56:15:20,One man's tool is another man's weapon.
00:56:15:24,00:56:19:08,"In your mind, perhaps. But there aren't many things you can't turn into a weapon."
00:56:19:12,00:56:21:15,"Alfred, enough. The police weren't getting it done."
00:56:21:19,00:56:25:04,Perhaps they might have if you hadn't made a sideshow of yourself.
00:56:25:08,00:56:29:03,- You thought I didn't have it in me. - You led a bloated police force on a chase...
00:56:29:07,00:56:31:22,...with a load of fancy new toys from Fox.
00:56:32:01,00:56:34:22,What about when you come up against him? What then?
00:56:35:01,00:56:39:21,"- I'll fight harder. I always have. - Look. His speed, his ferocity, his training."
00:56:40:01,00:56:42:17,I see the power of belief.
00:56:42:21,00:56:45:19,I see the League of Shadows resurgent.
00:56:45:23,00:56:47:10,You said he was excommunicated.
00:56:47:14,00:56:49:11,By Ra's Al Ghul.
00:56:50:12,00:56:51:14,Who leads them now?
00:56:51:18,00:56:54:08,Ra's Al Ghul was the League of Shadows and I beat him.
00:56:54:12,00:56:57:06,Bane is a mercenary. We need to find out what he's up to.
00:56:58:11,00:57:01:00,Trades of some kind. Coded.
00:57:01:20,00:57:04:15,"And my fingerprint, courtesy of Selina Kyle."
00:57:04:19,00:57:05:21,Get this to Fox.
00:57:06:01,00:57:10:09,He can crack the code and tell us what trades they were executing.
00:57:14:01,00:57:17:18,"I'll get this to Mr. Fox, but no more."
00:57:19:09,00:57:22:23,"I've sewn you up, I've set your bones, but I won't bury you."
00:57:23:09,00:57:26:12,I've buried enough members of the Wayne family.
00:57:27:07,00:57:32:15,- You'll leave me? - You see only one end to your journey.
00:57:33:02,00:57:37:16,Leaving is all I have to make you understand.
00:57:37:23,00:57:41:11,You're not Batman any more. You have to find another way.
00:57:41:15,00:57:45:14,"You used to talk about finishing, about a life beyond that awful cave."
00:57:45:18,00:57:49:11,"Alfred, Rachel died knowing that we had decided to be together."
00:57:49:15,00:57:53:12,That was my life beyond the cave. I can't just move on.
00:57:53:23,00:57:56:20,She... She didn't. She couldn't.
00:57:57:15,00:57:59:00,What if she had?
00:57:59:04,00:58:00:16,She... I can't change that.
00:58:00:19,00:58:03:20,What if before she died she wrote a letter...
00:58:03:24,00:58:07:11,...saying she chose Harvey Dent over you?
00:58:11:20,00:58:13:04,And what if...
00:58:14:06,00:58:16:02,...to spare you pain...
00:58:17:22,00:58:19:19,...I burnt that letter?
00:58:20:15,00:58:24:20,How dare you use Rachel to try to stop me?
00:58:25:01,00:58:28:11,"I am using the truth, Master Wayne."
00:58:29:03,00:58:34:00,Maybe it's time we all stopped trying to outsmart the truth and let it have its day.
00:58:35:15,00:58:37:18,- I'm sorry. - You're sorry?
00:58:37:22,00:58:40:16,You expect to destroy my world...
00:58:43:00,00:58:45:10,...and then think that we're gonna shake hands?
00:58:45:14,00:58:47:06,"No, no, no."
00:58:48:12,00:58:50:14,I know what this means.
00:58:50:18,00:58:51:20,What does it mean?
00:58:51:24,00:58:54:10,It means your hatred.
00:58:54:15,00:58:58:08,And it also means losing someone that I have cared for...
00:58:58:12,00:59:02:22,...since I first heard his cries echo...
00:59:03:14,00:59:05:16,...through this house.
00:59:06:00,00:59:10:06,But it might also mean saving your life.
00:59:11:13,00:59:13:23,And that is more important.
00:59:19:04,00:59:20:05,"Goodbye, Alfred."
00:59:30:03,00:59:31:21,
00:59:39:24,00:59:41:05,Alfred?
00:59:46:10,00:59:49:00,#NAME?
00:59:50:10,00:59:51:17,Page three.
00:59:52:06,00:59:56:06,Seems you made a series of large put options on the futures exchange...
00:59:56:10,00:59:57:17,...verified by thumbprint.
00:59:57:21,01:00:00:13,Those options expired at midnight last night.
01:00:00:17,01:00:05:19,"Long-term, we may be able to prove fraud. But for now, you're completely broke..."
01:00:05:22,01:00:09:09,...and Wayne Enterprises is about to fall into the hands of John Daggett.
01:00:09:13,01:00:13:09,The weapons. We can't let Daggett get his hands on Applied Sciences.
01:00:13:13,01:00:16:12,Applied Sciences is all looked up and off the books.
01:00:16:16,01:00:19:21,"The energy project, however, is a different story."
01:00:20:01,01:00:21:13,Miranda Tate.
01:00:22:13,01:00:25:20,Let's convince the board to get behind her. Let's show her the reactor.
01:00:25:24,01:00:29:12,"We're meeting her there in 35 minutes, so you better get dressed."
01:00:29:20,01:00:33:09,"You brought me out here to show me this, Mr. Fox?"
01:00:33:14,01:00:35:13,"Bear with me, Miss Tate."
01:00:39:06,01:00:42:18,Please keep hands and feet inside the car at all times.
01:00:48:07,01:00:50:03,"This is it, isn't it?"
01:00:50:17,01:00:53:07,The reactor is beneath the river...
01:00:53:20,01:00:57:14,...so it can be instantly flooded in the event of a security breach.
01:00:58:07,01:01:01:05,Is Bruce Wayne really that paranoid?
01:01:01:09,01:01:03:16,I'm gonna plead the fifth on that one.
01:01:10:13,01:01:13:11,I thought you might like to see what your investment built.
01:01:13:15,01:01:15:07,No fossil fuels.
01:01:15:11,01:01:18:01,Free clean energy for an entire city.
01:01:18:05,01:01:21:18,"Three years ago, a Russian scientist published a paper..."
01:01:21:22,01:01:24:05,...on weaponized fusion reactions.
01:01:24:09,01:01:29:08,"One week later, your reactor started developing problems."
01:01:30:13,01:01:32:05,I think this machine works.
01:01:32:09,01:01:38:24,"Miranda, if it were operational, the danger to Gotham would be too great."
01:01:39:04,01:01:42:06,Would it make you feel better to know that the Russian scientist...
01:01:42:10,01:01:45:05,...died in a plane crash six months ago?
01:01:45:09,01:01:48:21,Someone will work out what Dr. Pavel did.
01:01:49:01,01:01:55:05,Someone will figure out a way to make this power source into a nuclear weapon.
01:01:56:13,01:02:00:22,I need you to take control of Wayne Enterprises...
01:02:01:09,01:02:02:15,...and this reactor.
01:02:03:01,01:02:04:04,To do what with it?
01:02:04:08,01:02:05:20,Nothing.
01:02:06:10,01:02:08:13,Until we can guarantee its safety.
01:02:08:17,01:02:09:23,And if we can't?
01:02:10:05,01:02:11:19,Decommission it. Flood it.
01:02:11:22,01:02:15:18,Destroy the world's best chance for a sustainable future?
01:02:15:22,01:02:17:13,"If the world's not ready, yes."
01:02:17:17,01:02:21:24,"Bruce, if you want to save the world, you have to start trusting it."
01:02:22:09,01:02:23:18,I'm trusting you.
01:02:23:22,01:02:25:21,Doesn't count. You have no choice.
01:02:26:15,01:02:28:23,I could have flooded this chamber at any time.
01:02:29:03,01:02:31:04,I'm choosing to trust you.
01:02:32:01,01:02:33:06,Please.
01:02:34:12,01:02:36:22,
01:02:40:12,01:02:44:14,"All right, ladies and gentlemen. This meeting will now come to order."
01:02:44:18,01:02:47:22,I'd like to point out that we have a non-board member here...
01:02:48:02,01:02:51:11,"...which is highly irregular, even if his family name is above the door."
01:02:51:14,01:02:53:20,Bruce Wayne's family built this company.
01:02:54:00,01:02:55:19,And he himself has run it.
01:02:55:23,01:03:00:17,"Into the ground, sir! Does anybody disagree? Check the share price this morning."
01:03:00:21,01:03:05:03,Crazy gambling on futures has not only cost Mr. Wayne his seat...
01:03:05:07,01:03:07:14,...it's cost us all a lot of money.
01:03:07:18,01:03:09:14,And he has to go.
01:03:10:11,01:03:12:11,"I'm afraid he has a point, Mr. Wayne."
01:03:20:21,01:03:22:13,"Now, back to business."
01:03:23:06,01:03:26:11,"- Mr. Wayne, over here! - How's it feel to be one of the people?"
01:03:26:15,01:03:30:16,"Mr. Wayne, they're towing your car! I didn't know what to do, they had paperwork."
01:03:32:10,01:03:34:04,"Looks like you need a ride, huh?"
01:03:34:07,01:03:36:13,"Wayne, we'll give you a ride!"
01:03:36:16,01:03:40:24,How the hell did Miranda Tate get the inside track on the Wayne board?
01:03:41:04,01:03:43:08,She been meeting with him? Sleeping with him?
01:03:43:12,01:03:46:11,"- Not that we know of. - You don't know much of anything, do you?"
01:03:46:15,01:03:48:13,- Where's Bane? - We told him it was urgent.
01:03:48:17,01:03:51:08,#NAME?
01:03:51:12,01:03:53:18,...and he shall appear.
01:03:53:22,01:03:56:09,What the hell is going on?
01:03:57:00,01:04:00:09,#NAME?
01:04:00:13,01:04:03:08,Do I look like I'm running Wayne Enterprises right now?
01:04:03:15,01:04:08:04,"Your hit on the stock exchange, it didn't work, my friend."
01:04:08:08,01:04:13:11,And now you have my construction crews going around the city at 24 hours a day.
01:04:13:15,01:04:18:14,How exactly is that supposed to help my company absorb Wayne's?
01:04:21:04,01:04:23:13,#NAME?
01:04:23:17,01:04:25:07,I'm in charge.
01:04:26:02,01:04:28:11,Do you feel in charge?
01:04:33:12,01:04:35:06,I've paid you a small fortune.
01:04:35:10,01:04:38:09,And this gives you power over me?
01:04:38:23,01:04:40:09,What is this?
01:04:40:13,01:04:45:12,Your money and infrastructure have been important...
01:04:45:21,01:04:47:00,...till now.
01:04:47:12,01:04:48:15,What are you?
01:04:48:19,01:04:50:15,I'm Gotham's reckoning.
01:04:50:19,01:04:53:16,Here to end the borrowed time you've all been living on.
01:04:55:17,01:04:58:20,You're pure evil.
01:04:59:00,01:05:01:08,I'm necessary evil.
01:05:01:12,01:05:03:10,"No. No, no, no!"
01:05:03:14,01:05:05:07,
01:05:07:24,01:05:10:11,"When you started, why the mask?"
01:05:10:15,01:05:13:07,#NAME?
01:05:13:11,01:05:16:14,- You didn't have any family? - There are always people you care about.
01:05:16:18,01:05:20:16,You just don't realize how much until they're gone.
01:05:21:02,01:05:23:23,The idea was to be a symbol.
01:05:24:03,01:05:27:06,Batman could be anybody.
01:05:27:19,01:05:29:08,That was the point.
01:05:29:17,01:05:32:22,#NAME?
01:05:33:03,01:05:37:09,- They'll figure that out in the end. - You got anything on Bane's whereabouts?
01:05:37:21,01:05:41:03,Yeah. I got 500 pages of tunnel records and a flashlight.
01:05:41:06,01:05:43:09,"I could use some help, actually."
01:05:44:09,01:05:46:06,You know what? Drop me in Old Town.
01:05:49:21,01:05:51:11,"Hey, hey, hey. I don't think so!"
01:05:51:15,01:05:53:19,- That's the way this works! - I don't think so!
01:05:53:23,01:05:56:05,- That is the way - He's not a mark.
01:05:56:09,01:05:59:01,"And he doesn't have a cent to his name, anyway."
01:05:59:13,01:06:03:20,"Yeah, it's not much. But it's more than you've got right now."
01:06:04:00,01:06:06:10,"Actually, they're letting me keep the house."
01:06:06:14,01:06:09:04,"The rich don't even go broke the same as the rest of us, huh?"
01:06:09:08,01:06:13:07,My powerful friend might hope to change your mind about leaving.
01:06:13:11,01:06:16:02,#NAME?
01:06:16:06,01:06:18:22,- It doesn't exist. - He says it does.
01:06:19:15,01:06:21:09,He wants to meet tonight.
01:06:21:12,01:06:22:14,Why?
01:06:22:17,01:06:25:16,He needs to find Bane. Says you'd know how.
01:06:28:24,01:06:31:05,- Tell him I'll think about it. - Okay.
01:06:31:09,01:06:33:06,I like your place.
01:06:34:17,01:06:35:20,Mr. Wayne?
01:06:38:11,01:06:40:17,I'm sorry they took all your money.
01:06:41:19,01:06:43:02,"No, you're not."
01:06:44:05,01:06:47:00,#NAME?
01:06:47:04,01:06:50:17,John Daggett's body was just found in a Dumpster about an hour ago.
01:06:50:21,01:06:52:20,#NAME?
01:06:53:00,01:06:57:03,"His name's all over these permits I just pulled to, uh, map the tunnels under Gotham."
01:06:57:07,01:07:01:04,"That's MTA maintenance, uh, sewer construction, couple of other things."
01:07:01:08,01:07:04:09,Where did you get to with the tunnel searches?
01:07:04:12,01:07:07:10,Remind me to tell detail to keep hotheads out.
01:07:07:14,01:07:09:18,We've had teams down there. It's a huge network.
01:07:09:22,01:07:13:06,"Well, get more men. Work a grid. I want him found."
01:07:13:10,01:07:15:18,"Yeah, the, uh, masked man. We're on it."
01:07:15:22,01:07:18:16,"Lose the uniform, you're working for me now."
01:07:18:20,01:07:21:06,We could use some hotter heads around here.
01:07:21:10,01:07:25:13,"- Sir, that could also be a coincidence. - You're a detective now, son."
01:07:25:17,01:07:28:20,You're not allowed to believe in coincidence any more.
01:07:30:12,01:07:32:23,
01:07:40:00,01:07:41:13,Nobody's answering.
01:07:41:22,01:07:43:03,No.
01:07:43:06,01:07:44:23,I'm on my own now.
01:07:45:18,01:07:47:05,Do you have keys?
01:07:48:10,01:07:49:14,Never needed them.
01:07:56:06,01:07:57:24,Hope you didn't like me for my money.
01:07:58:18,01:08:01:08,Suffering builds character.
01:08:07:09,01:08:09:22,"I'll take care of your parents' legacy, Bruce."
01:08:12:02,01:08:13:10,Who's this?
01:08:21:06,01:08:22:15,Where's Alfred?
